	T89-1	T89-2	250-5	250-8	250-13
Potri.006G169300.0	0	0	0	0	0
Potri.006G169400.0	102	107	60	53	92
Potri.006G169500.0	0	0	0	0	0
Potri.006G169600.0	11	3	3	0	0
Potri.006G169700.0	28	29	7	3	8
Potri.006G169800.0	1	0	0	0	0
Potri.006G169900.0	0	0	0	0	0
Potri.006G170000.0	0	0	0	0	0
Potri.006G170100.0	0	0	0	0	0
Potri.006G170200.0	0	0	0	0	0
Potri.006G170300.0	2	9	3	5	7
Potri.006G170400.0	14	37	24	11	36
Potri.006G170500.0	53	66	37	37	74
Potri.006G170600.0	0	0	0	0	0
Potri.006G170700.0	233	309	184	130	300
Potri.006G170800.0	0	0	0	0	0
Potri.006G170900.0	11	23	10	3	8
Potri.006G171000.0	0	0	0	0	0
Potri.006G171100.0	0	1	1	0	0
Potri.006G171200.0	0	0	0	0	2
Potri.006G171300.0	0	0	0	0	0
Potri.006G171400.0	1	1	1	0	2
Potri.006G171500.0	81	112	70	53	90
Potri.006G171600.0	0	0	0	0	2
Potri.006G171700.0	0	0	0	0	1
Potri.006G171800.0	0	1	0	0	0
Potri.006G171900.0	1	4	0	0	0
Potri.006G172000.0	0	0	0	0	0
Potri.006G172100.0	0	0	0	0	0
Potri.006G172200.0	0	0	0	0	0
Potri.006G172300.0	0	0	0	0	0
Potri.006G172400.0	2	3	0	0	3
Potri.006G172500.0	1	1	1	0	0
Potri.006G172600.0	0	2	3	1	2
Potri.006G172700.0	0	0	0	0	0
Potri.006G172800.0	0	1	0	0	0
Potri.006G172900.0	0	1	0	0	0
Potri.006G173000.0	0	0	1	0	0
Potri.006G173100.0	0	0	0	0	0
Potri.006G173200.0	0	1	0	0	0
Potri.006G173300.0	0	0	0	0	0
Potri.006G173400.0	0	0	0	0	0
Potri.006G173500.0	0	0	0	0	0
Potri.006G173600.0	20	83	34	22	72
Potri.006G173700.0	25	31	18	10	15
Potri.006G173800.0	0	0	0	0	0
Potri.006G173900.0	209	100	62	41	150
Potri.006G174000.0	114	97	43	50	105
Potri.006G174100.0	0	0	0	0	0
Potri.006G174200.0	1	0	0	0	0
Potri.006G174300.0	0	0	0	0	0
Potri.006G174400.0	0	1	0	0	0
Potri.006G174500.0	3	2	1	0	2
Potri.006G174600.0	0	1	0	0	0
Potri.006G174700.0	194	271	155	100	236
Potri.006G174800.0	0	0	0	0	0
Potri.006G174900.0	63	79	49	34	70
Potri.006G175000.0	0	2	1	0	0
Potri.006G175100.0	0	0	0	0	0
Potri.006G175200.0	100	131	86	51	144
Potri.006G175300.0	39	60	45	25	55
Potri.006G175400.0	0	0	0	0	0
Potri.006G175500.0	52	41	48	29	77
Potri.006G175600.0	0	0	0	0	1
Potri.006G175700.0	5	9	1	5	2
Potri.006G175800.0	0	0	0	0	0
Potri.006G175900.0	1	3	0	1	1
Potri.006G176000.0	0	0	0	0	0
Potri.006G176100.0	6	6	0	3	9
Potri.006G176200.0	0	1	0	1	2
Potri.006G176300.0	0	0	0	0	0
Potri.006G176400.0	1	1	1	1	1
Potri.006G176500.0	29	27	20	15	43
Potri.006G176600.0	34	54	45	21	59
Potri.006G176700.0	16	8	8	1	16
Potri.006G176800.0	0	0	0	0	0
Potri.006G176900.0	0	0	0	0	0
Potri.006G177000.0	13	11	5	2	6
Potri.006G177100.0	5	5	2	3	7
Potri.006G177200.0	2	0	1	0	2
Potri.006G177300.0	0	1	2	0	2
Potri.006G177400.0	1	0	2	0	2
Potri.006G177500.0	0	0	0	0	0
Potri.006G177600.0	375	524	190	143	314
Potri.006G177700.0	0	0	1	0	1
Potri.006G177800.0	0	0	0	0	0
Potri.006G177900.0	677	651	549	340	777
Potri.006G178000.0	1	0	0	0	0
Potri.006G178100.0	90	118	72	48	112
Potri.006G178200.0	388	894	524	460	1155
Potri.006G178300.0	0	0	0	0	0
Potri.006G178400.0	0	0	0	0	0
Potri.006G178500.0	50	96	103	107	152
Potri.006G178600.0	73	95	56	42	77
Potri.006G178700.0	30	23	25	19	26
Potri.006G178800.0	0	0	0	0	0
Potri.006G178900.0	44	35	11	14	26
Potri.006G179000.0	2	8	1	0	2
Potri.006G179100.0	149	172	89	91	163
Potri.006G179200.0	0	0	0	0	0
Potri.006G179300.0	12	10	1	1	3
Potri.006G179400.0	6	14	13	4	11
Potri.006G179500.0	0	0	0	0	0
Potri.006G179600.0	0	0	0	0	0
Potri.006G179700.0	2	1	0	0	1
Potri.006G179800.0	0	0	0	0	0
Potri.006G179900.0	0	0	0	0	0
Potri.006G180000.0	0	0	0	0	0
Potri.006G180100.0	6	8	28	15	31
Potri.006G180200.0	2	2	1	0	2
Potri.006G180300.0	9	15	10	8	11
Potri.006G180400.0	0	0	0	0	0
Potri.006G180500.0	83	105	91	75	162
Potri.006G180600.0	1	2	3	2	2
Potri.006G180700.0	0	0	0	0	0
Potri.006G180800.0	150	230	163	95	222
Potri.006G180900.0	56	74	39	26	62
Potri.006G181000.0	0	0	0	0	1
Potri.006G181100.0	20	22	22	5	25
Potri.006G181200.0	0	0	0	0	0
Potri.006G181300.0	155	245	108	63	179
Potri.006G181400.0	123	130	47	48	98
Potri.006G181500.0	81	76	54	45	81
Potri.006G181600.0	167	140	101	74	108
Potri.006G181700.0	19	43	20	16	45
Potri.006G181800.0	2	3	7	3	6
Potri.006G181900.0	16278	20867	11210	7373	14198
Potri.006G182000.0	524	746	282	255	427
Potri.006G182100.0	147	221	80	75	195
Potri.006G182200.0	1	1	4	2	0
Potri.006G182300.0	5	6	13	10	15
Potri.006G182400.0	167	55	290	248	403
Potri.006G182500.0	53	68	46	30	58
Potri.006G182600.0	14	15	8	5	10
Potri.006G182700.0	2	2	1	1	4
Potri.006G182800.0	0	7	1	2	1
Potri.006G182900.0	21	37	27	13	33
Potri.006G183000.0	132	162	108	48	136
Potri.006G183100.0	0	2	0	0	0
Potri.006G183200.0	0	1	8	1	6
Potri.006G183300.0	0	0	0	0	0
Potri.006G183400.0	0	0	0	0	0
Potri.006G183500.0	0	0	0	0	0
Potri.006G183600.0	452	710	360	225	500
Potri.006G183700.0	50	52	29	24	45
Potri.006G183800.0	0	0	1	0	0
Potri.006G183900.0	17	13	18	11	23
Potri.006G184000.0	0	0	0	0	0
Potri.006G184100.0	17	19	6	6	2
Potri.006G184200.0	77	103	53	49	91
Potri.006G184300.0	59	118	56	45	91
Potri.006G184400.0	0	0	0	0	0
Potri.006G184500.0	126	121	63	54	94
Potri.006G184600.0	73	72	55	45	77
Potri.006G184700.0	66	79	34	24	55
Potri.006G184800.0	41	47	27	12	45
Potri.006G184900.0	15	16	18	5	22
Potri.006G185000.0	1466	1866	1148	942	1998
Potri.006G185100.0	3	7	5	5	4
Potri.006G185200.0	134	164	77	52	133
Potri.006G185300.0	57	77	48	38	68
Potri.006G185400.0	48	86	78	49	98
Potri.006G185500.0	184	308	223	142	296
Potri.006G185600.0	16	32	14	15	31
Potri.006G185700.0	248	358	195	143	316
Potri.006G185800.0	0	0	0	0	1
Potri.006G185900.0	0	0	0	0	0
Potri.006G186000.0	1	1	0	1	1
Potri.006G186100.0	0	0	0	0	0
Potri.006G186200.0	2643	3721	1349	936	2606
Potri.006G186300.0	0	0	1	0	0
Potri.006G186400.0	0	0	0	0	0
Potri.006G186500.0	5	6	5	5	8
Potri.006G186600.0	43	40	40	14	47
Potri.006G186700.0	79	116	62	47	117
Potri.006G186800.0	0	0	2	0	1
Potri.006G186900.0	227	226	170	135	221
Potri.006G187000.0	3	0	2	1	1
Potri.006G187100.0	0	1	0	0	0
Potri.006G187200.0	4	5	2	2	3
Potri.006G187300.0	63	83	35	46	76
Potri.006G187400.0	250	337	213	145	313
Potri.006G187500.0	27	45	23	26	42
Potri.006G187600.0	0	0	0	0	0
Potri.006G187700.0	174	232	111	106	193
Potri.006G187800.0	72	119	75	67	108
Potri.006G187900.0	45	87	63	20	28
Potri.006G188000.0	22	18	6	3	17
Potri.006G188100.0	18	33	22	11	22
Potri.006G188200.0	71	104	56	47	108
Potri.006G188300.0	2	4	0	0	1
Potri.006G188400.0	0	0	0	0	0
Potri.006G188500.0	218	188	107	77	173
Potri.006G188600.0	1	0	1	0	2
Potri.006G188700.0	3	6	4	5	6
Potri.006G188800.0	20	34	22	17	41
Potri.006G188900.0	1	0	0	0	0
Potri.006G189000.0	36	45	22	12	43
Potri.006G189100.0	51	52	46	21	66
Potri.006G189200.0	0	0	0	0	0
Potri.006G189300.0	958	1350	638	556	1061
Potri.006G189400.0	23	33	17	20	25
Potri.006G189500.0	10	16	14	7	28
Potri.006G189600.0	6	5	4	1	6
Potri.006G189700.0	0	0	0	0	0
Potri.006G189800.0	0	0	0	0	0
Potri.006G189900.0	4	13	13	4	15
Potri.006G190000.0	0	6	4	3	5
Potri.006G190100.0	0	0	0	0	1
Potri.006G190200.0	73	104	48	26	87
Potri.006G190300.0	0	0	0	0	0
Potri.006G190400.0	5	6	1	0	4
Potri.006G190500.0	75	74	51	46	85
Potri.006G190600.0	0	0	0	0	1
Potri.006G190700.0	0	0	0	0	0
Potri.006G190800.0	0	0	0	0	0
Potri.006G190900.0	102	150	77	58	97
Potri.006G191000.0	0	0	0	0	0
Potri.006G191100.0	0	0	0	0	0
Potri.006G191200.0	0	0	0	0	0
Potri.006G191300.0	0	0	0	0	0
Potri.006G191400.0	103	137	85	54	120
Potri.006G191500.0	645	700	481	377	673
Potri.006G191600.0	31	39	31	16	22
Potri.006G191700.0	5	9	2	3	4
Potri.006G191800.0	100	85	46	34	112
Potri.006G191900.0	0	1	0	0	2
Potri.006G192000.0	1533	1601	1440	1018	1984
Potri.006G192100.0	0	0	0	0	0
Potri.006G192200.0	48	59	23	30	64
Potri.006G192300.0	1	1	2	2	0
Potri.006G192400.0	13	16	17	12	19
Potri.006G192500.0	2	7	1	0	0
Potri.006G192600.0	10	7	11	7	15
Potri.006G192700.0	63	57	40	25	48
Potri.006G192800.0	100	179	61	60	99
Potri.006G192900.0	62	51	19	22	42
Potri.006G193000.0	0	1	0	0	1
Potri.006G193100.0	0	0	0	0	0
Potri.006G193200.0	0	0	0	0	0
Potri.006G193300.0	0	0	0	0	0
Potri.006G193400.0	0	0	0	0	0
Potri.006G193500.0	101	156	63	34	87
Potri.006G193600.0	164	210	105	98	208
Potri.006G193700.0	4	3	2	2	2
Potri.006G193800.0	92	120	66	48	95
Potri.006G193900.0	46	74	37	38	63
Potri.006G194000.0	0	0	0	0	0
Potri.006G194100.0	168	227	113	91	168
Potri.006G194200.0	69	104	66	41	95
Potri.006G194300.0	2	0	1	0	0
Potri.006G194400.0	125	118	56	50	78
Potri.006G194500.0	138	284	177	107	249
Potri.006G194600.0	17	19	12	10	21
Potri.006G194700.0	0	0	0	0	0
Potri.006G194800.0	0	0	0	0	0
Potri.006G194900.0	608	862	332	121	333
Potri.006G195000.0	126	219	104	86	167
Potri.006G195100.0	0	0	0	0	0
Potri.006G195200.0	35	32	26	15	50
Potri.006G195300.0	32	53	9	13	10
Potri.006G195400.0	117	127	89	64	115
Potri.006G195500.0	0	1	0	0	0
Potri.006G195600.0	361	503	334	183	447
Potri.006G195700.0	16	23	7	7	24
Potri.006G195800.0	29	43	25	22	37
Potri.006G195900.0	38	37	37	25	46
Potri.006G196000.0	97	126	68	47	81
Potri.006G196100.0	39	44	30	18	50
Potri.006G196200.0	83	103	68	29	70
Potri.006G196300.0	0	1	3	0	2
Potri.006G196400.0	0	0	0	0	0
Potri.006G196500.0	1	0	0	0	0
Potri.006G196600.0	2	3	2	2	4
Potri.006G196700.0	0	0	0	0	0
Potri.006G196800.0	79	70	37	24	51
Potri.006G196900.0	19	4	7	7	12
Potri.006G197000.0	71	92	37	26	67
Potri.006G197100.0	7	7	1	2	9
Potri.006G197200.0	134	216	153	71	196
Potri.006G197300.0	0	0	0	0	0
Potri.006G197400.0	0	0	0	0	0
Potri.006G197500.0	1	0	0	0	1
Potri.006G197600.0	15	17	8	12	22
Potri.006G197700.0	284	219	139	118	185
Potri.006G197800.0	0	0	0	0	0
Potri.006G197900.0	366	457	307	170	331
Potri.006G198000.0	0	0	0	0	0
Potri.006G198100.0	0	0	0	0	0
Potri.006G198200.0	0	0	0	0	0
Potri.006G198300.0	417	563	378	244	482
Potri.006G198400.0	0	0	0	0	0
Potri.006G198500.0	43	64	41	27	71
Potri.006G198600.0	15	24	12	17	36
Potri.006G198700.0	2	5	6	2	4
Potri.006G198800.0	34	81	8	8	30
Potri.006G198900.0	0	0	0	0	0
Potri.006G199000.0	100	139	94	62	141
Potri.006G199100.0	13	22	29	15	32
Potri.006G199200.0	11	21	9	16	15
Potri.006G199300.0	0	0	0	0	0
Potri.006G199400.0	5	9	11	11	13
Potri.006G199500.0	90	114	42	25	76
Potri.006G199600.0	1	0	1	1	0
Potri.006G199700.0	0	1	0	0	0
Potri.006G199800.0	153	138	98	71	137
Potri.006G199900.0	4	10	5	4	10
Potri.006G200000.0	6	4	3	1	8
Potri.006G200100.0	38	36	11	19	23
Potri.006G200200.0	338	500	250	174	375
Potri.006G200300.0	3746	4797	3982	2845	5386
Potri.006G200400.0	990	1267	456	393	777
Potri.006G200500.0	10	13	5	3	6
Potri.006G200600.0	10	14	9	9	25
Potri.006G200700.0	0	0	0	0	0
Potri.006G200800.0	2	8	3	1	9
Potri.006G200900.0	22	58	22	13	39
Potri.006G201000.0	89	88	203	152	388
Potri.006G201100.0	231	367	229	141	375
Potri.006G201200.0	124	166	94	49	124
Potri.006G201300.0	11	7	9	9	8
Potri.006G201400.0	810	1007	497	322	701
Potri.006G201500.0	0	0	0	0	0
Potri.006G201600.0	148	181	86	53	110
Potri.006G201700.0	0	0	0	0	0
Potri.006G201800.0	0	0	0	0	0
Potri.006G201900.0	20	39	10	4	12
Potri.006G202000.0	25	31	32	18	50
Potri.006G202100.0	1	0	0	0	0
Potri.006G202200.0	35	39	35	20	54
Potri.006G202300.0	143	85	64	50	115
Potri.006G202400.0	0	0	0	1	0
Potri.006G202500.0	0	0	0	0	0
Potri.006G202600.0	0	0	0	0	0
Potri.006G202700.0	0	0	0	0	0
Potri.006G202800.0	0	0	0	0	0
Potri.006G202900.0	59	71	57	33	115
Potri.006G203000.0	163	237	335	160	546
Potri.006G203100.0	1	0	0	0	0
Potri.006G203200.0	86	130	90	56	185
Potri.006G203300.0	136	159	119	93	167
Potri.006G203400.0	39	37	30	18	47
Potri.006G203500.0	43	66	35	14	45
Potri.006G203600.0	0	0	0	0	0
Potri.006G203700.0	28	25	14	10	34
Potri.006G203800.0	0	0	0	0	0
Potri.006G203900.0	0	0	0	0	0
Potri.006G204000.0	0	0	0	0	0
Potri.006G204100.0	22	43	34	23	68
Potri.006G204200.0	494	844	578	458	1000
Potri.006G204300.0	1	6	0	1	0
Potri.006G204400.0	23	28	19	13	28
Potri.006G204500.0	0	1	0	0	0
Potri.006G204600.0	174	290	161	96	282
Potri.006G204700.0	243	304	74	73	157
Potri.006G204800.0	1	0	0	0	0
Potri.006G204900.0	62	45	13	15	36
Potri.006G205000.0	5	7	3	2	2
Potri.006G205100.0	52	66	30	34	58
Potri.006G205200.0	5	6	3	3	6
Potri.006G205300.0	4	8	3	3	6
Potri.006G205400.0	0	0	0	0	0
Potri.006G205500.0	0	0	0	0	0
Potri.006G205600.0	2	5	3	5	8
Potri.006G205700.0	1220	1449	737	516	1169
Potri.006G205800.0	19	20	25	8	30
Potri.006G205900.0	1	3	2	0	3
Potri.006G206000.0	0	0	1	0	1
Potri.006G206100.0	47	76	27	26	61
Potri.006G206200.0	58	65	46	27	65
Potri.006G206300.0	0	0	1	0	0
Potri.006G206400.0	0	2	0	0	2
Potri.006G206500.0	1	1	2	0	1
Potri.006G206600.0	0	0	0	0	0
Potri.006G206700.0	0	0	0	0	0
Potri.006G206800.0	0	0	0	0	0
Potri.006G206900.0	0	0	3	0	0
Potri.006G207000.0	0	0	0	0	0
Potri.006G207100.0	0	0	0	0	0
Potri.006G207200.0	0	0	0	0	0
Potri.006G207300.0	0	0	0	0	0
Potri.006G207400.0	6	2	12	4	13
Potri.006G207500.0	5	3	3	6	5
Potri.006G207600.0	18	17	7	10	17
Potri.006G207700.0	3	3	3	1	7
Potri.006G207800.0	42	37	19	11	38
Potri.006G207900.0	37	45	20	15	23
Potri.006G208000.0	0	0	0	0	0
Potri.006G208100.0	4	3	2	0	3
Potri.006G208200.0	0	0	0	1	0
Potri.006G208300.0	34	41	44	29	62
Potri.006G208400.0	13	11	11	6	24
Potri.006G208500.0	25	25	15	13	32
Potri.006G208600.0	122	164	88	54	120
Potri.006G208700.0	0	0	0	0	0
Potri.006G208800.0	0	0	0	0	0
Potri.006G208900.0	76	108	56	34	90
Potri.006G209000.0	0	0	3	0	0
Potri.006G209100.0	157	187	97	56	133
Potri.006G209200.0	1	4	0	0	1
Potri.006G209300.0	1	3	1	0	1
Potri.006G209400.0	19	36	50	16	31
Potri.006G209500.0	37	73	39	19	45
Potri.006G209600.0	84	90	47	33	82
Potri.006G209700.0	8	8	5	8	8
Potri.006G209800.0	1	4	0	0	1
Potri.006G209900.0	0	0	0	0	0
Potri.006G210000.0	2	3	0	4	5
Potri.006G210100.0	0	0	0	0	0
Potri.006G210200.0	0	0	0	0	0
Potri.006G210300.0	0	0	0	0	0
Potri.006G210400.0	0	0	0	0	1
Potri.006G210500.0	277	362	205	126	346
Potri.006G210600.0	20	26	5	6	6
Potri.006G210700.0	8	13	5	3	4
Potri.006G210800.0	0	0	0	0	0
Potri.006G210900.0	273	360	204	142	255
Potri.006G211000.0	47	67	46	34	56
Potri.006G211100.0	43	19	14	19	43
Potri.006G211200.0	835	1203	684	405	859
Potri.006G211300.0	29	55	17	18	22
Potri.006G211400.0	6	3	2	0	3
Potri.006G211500.0	31	20	20	19	36
Potri.006G211600.0	1	0	0	3	1
Potri.006G211700.0	53	75	50	20	82
Potri.006G211800.0	3	4	6	0	8
Potri.006G211900.0	5	4	1	2	1
Potri.006G212000.0	0	0	0	0	0
Potri.006G212100.0	6	5	1	0	6
Potri.006G212200.0	0	0	0	0	0
Potri.006G212300.0	1	0	0	0	1
Potri.006G212400.0	118	134	98	44	150
Potri.006G212500.0	0	6	1	2	4
Potri.006G212600.0	23	30	17	9	52
Potri.006G212700.0	7	3	1	1	2
Potri.006G212800.0	4	5	0	0	0
Potri.006G212900.0	0	0	0	1	0
Potri.006G213000.0	14	19	25	13	26
Potri.006G213100.0	89	89	34	35	54
Potri.006G213200.0	1	4	0	0	1
Potri.006G213300.0	67	75	36	35	60
Potri.006G213400.0	145	177	139	78	194
Potri.006G213500.0	1	4	2	4	6
Potri.006G213600.0	12	13	11	10	16
Potri.006G213700.0	28	31	26	15	29
Potri.006G213800.0	0	0	0	0	0
Potri.006G213900.0	0	1	3	0	0
Potri.006G214000.0	203	255	149	122	174
Potri.006G214100.0	63	54	32	26	57
Potri.006G214200.0	133	182	86	73	139
Potri.006G214300.0	0	0	0	0	1
Potri.006G214400.0	4	6	5	10	12
Potri.006G214500.0	0	0	0	0	0
Potri.006G214600.0	89	120	43	33	71
Potri.006G214700.0	0	0	0	0	0
Potri.006G214800.0	29	58	30	12	43
Potri.006G214900.0	555	618	330	217	433
Potri.006G215000.0	47	23	18	19	35
Potri.006G215100.0	0	0	0	0	0
Potri.006G215200.0	179	232	160	113	228
Potri.006G215300.0	4	5	2	2	4
Potri.006G215400.0	0	6	2	2	2
Potri.006G215500.0	0	0	0	0	0
Potri.006G215600.0	0	0	0	0	0
Potri.006G215700.0	1	4	1	0	2
Potri.006G215800.0	54	68	37	34	77
Potri.006G215900.0	0	0	0	0	0
Potri.006G216000.0	42	52	19	16	39
Potri.006G216100.0	15	14	8	5	14
Potri.006G216200.0	0	0	0	0	3
Potri.006G216300.0	3	1	2	2	2
Potri.006G216400.0	311	395	192	146	304
Potri.006G216500.0	343	464	223	216	381
Potri.006G216600.0	524	669	315	235	466
Potri.006G216700.0	0	0	0	0	0
Potri.006G216800.0	20	21	11	10	16
Potri.006G216900.0	965	1352	781	464	942
Potri.006G217000.0	1237	1366	1086	734	1547
Potri.006G217100.0	174	203	115	79	158
Potri.006G217200.0	150	177	119	79	186
Potri.006G217300.0	1	3	2	1	3
Potri.006G217400.0	597	672	422	300	561
Potri.006G217500.0	29	15	5	8	20
Potri.006G217600.0	388	443	236	165	342
Potri.006G217700.0	35	45	35	19	42
Potri.006G217800.0	1	0	0	0	0
Potri.006G217900.0	5	10	5	4	13
Potri.006G218000.0	1	0	32	0	2
Potri.006G218100.0	0	4	0	0	2
Potri.006G218200.0	0	4	0	0	0
Potri.006G218300.0	5	1	0	0	3
Potri.006G218400.0	239	306	121	101	184
Potri.006G218500.0	1	6	0	1	0
Potri.006G218600.0	109	119	57	34	102
Potri.006G218700.0	0	0	0	0	1
Potri.006G218800.0	191	239	165	119	251
Potri.006G218900.0	584	857	553	350	763
Potri.006G219000.0	1	0	0	0	0
Potri.006G219100.0	0	2	0	0	0
Potri.006G219200.0	712	712	310	202	472
Potri.006G219300.0	24	49	22	10	44
Potri.006G219400.0	45	49	50	25	62
Potri.006G219500.0	125	226	106	67	169
Potri.006G219600.0	62	66	33	40	74
Potri.006G219700.0	0	0	1	0	0
Potri.006G219800.0	150	147	72	115	178
Potri.006G219900.0	565	576	382	322	674
Potri.006G220000.0	71	121	71	38	97
Potri.006G220100.0	5	24	25	5	11
Potri.006G220200.0	12	26	18	11	34
Potri.006G220300.0	5	11	7	4	12
Potri.006G220400.0	11	12	15	10	21
Potri.006G220500.0	0	0	0	0	0
Potri.006G220600.0	97	145	69	51	116
Potri.006G220700.0	2941	3985	1209	1167	2113
Potri.006G220800.0	25	43	30	20	50
Potri.006G220900.0	185	261	168	95	218
Potri.006G221000.0	14	16	12	4	11
Potri.006G221100.0	35	25	17	9	36
Potri.006G221200.0	18	12	2	3	21
Potri.006G221300.0	0	0	0	0	0
Potri.006G221400.0	0	0	1	0	1
Potri.006G221500.0	0	1	2	0	0
Potri.006G221600.0	0	0	0	0	0
Potri.006G221700.0	65	63	32	26	69
Potri.006G221800.0	1	3	9	0	3
Potri.006G221900.0	2	1	2	2	5
Potri.006G222000.0	30	31	25	16	32
Potri.006G222100.0	534	509	293	221	415
Potri.006G222200.0	628	762	306	219	701
Potri.006G222300.0	55	47	53	23	57
Potri.006G222400.0	0	0	0	0	0
Potri.006G222500.0	105	85	47	48	115
Potri.006G222600.0	1	0	0	0	0
Potri.006G222700.0	16	38	46	34	74
Potri.006G222800.0	238	264	165	116	382
Potri.006G222900.0	289	239	161	102	251
Potri.006G223000.0	8	10	7	5	14
Potri.006G223100.0	0	0	0	0	0
Potri.006G223200.0	0	4	1	2	8
Potri.006G223300.0	4	4	1	3	3
Potri.006G223400.0	0	0	0	0	0
Potri.006G223500.0	40	39	33	12	35
Potri.006G223600.0	114	178	104	66	185
Potri.006G223700.0	4	3	3	2	4
Potri.006G223800.0	0	0	0	1	0
Potri.006G223900.0	8	10	15	4	15
Potri.006G224000.0	47	44	29	11	44
Potri.006G224100.0	0	0	0	0	0
Potri.006G224200.0	62	75	53	30	72
Potri.006G224300.0	0	0	0	0	1
Potri.006G224400.0	14	6	1	7	10
Potri.006G224500.0	1222	1511	832	570	1096
Potri.006G224600.0	559	672	462	301	686
Potri.006G224700.0	1	0	0	0	0
Potri.006G224800.0	1464	1843	1039	806	1495
Potri.006G224900.0	0	0	0	0	0
Potri.006G225000.0	1	1	1	1	0
Potri.006G225100.0	206	251	150	100	220
Potri.006G225200.0	11	13	15	5	14
Potri.006G225300.0	0	0	0	0	0
Potri.006G225400.0	0	1	0	0	0
Potri.006G225500.0	304	407	167	170	273
Potri.006G225600.0	21	22	17	3	29
Potri.006G225700.0	787	807	487	357	709
Potri.006G225800.0	0	0	0	0	0
Potri.006G225900.0	119	132	63	63	121
Potri.006G226000.0	106	169	79	51	147
Potri.006G226100.0	8	4	4	3	4
Potri.006G226200.0	0	0	0	0	0
Potri.006G226300.0	67	91	71	30	85
Potri.006G226400.0	0	1	1	0	3
Potri.006G226500.0	0	1	0	2	0
Potri.006G226600.0	8	3	7	0	2
Potri.006G226700.0	177	149	87	49	212
Potri.006G226800.0	20	31	16	14	33
Potri.006G226900.0	92	354	24	12	32
Potri.006G227000.0	0	0	0	0	0
Potri.006G227100.0	79	87	44	29	43
Potri.006G227200.0	46	71	54	30	67
Potri.006G227300.0	50	72	37	24	73
Potri.006G227400.0	0	0	0	0	0
Potri.006G227500.0	34	59	27	23	59
Potri.006G227600.0	90	146	74	58	116
Potri.006G227700.0	426	476	284	185	411
Potri.006G227800.0	0	1	0	0	0
Potri.006G227900.0	29	39	22	15	55
Potri.006G228000.0	98	75	52	27	54
Potri.006G228100.0	121	135	59	51	127
Potri.006G228200.0	192	226	97	111	209
Potri.006G228300.0	0	0	0	0	0
Potri.006G228400.0	1	4	5	2	6
Potri.006G228500.0	86	116	82	45	116
Potri.006G228600.0	6148	6960	5058	3010	5452
Potri.006G228700.0	27	33	15	19	43
Potri.006G228800.0	727	1193	1060	599	1235
Potri.006G228900.0	96	113	67	20	68
Potri.006G229000.0	0	0	0	0	0
Potri.006G229100.0	0	0	1	0	0
Potri.006G229200.0	0	0	0	0	0
Potri.006G229300.0	7242	10434	5784	3122	6626
Potri.006G229400.0	141	266	154	87	211
Potri.006G229500.0	2	2	1	1	7
Potri.006G229600.0	27	30	17	9	34
Potri.006G229700.0	0	0	1	0	0
Potri.006G229800.0	0	0	0	0	0
Potri.006G229900.0	74	100	49	36	118
Potri.006G230000.0	36	60	27	19	51
Potri.006G230100.0	0	0	0	0	0
Potri.006G230200.0	109	229	48	63	149
Potri.006G230300.0	41	81	20	12	45
Potri.006G230400.0	173	291	167	82	231
Potri.006G230500.0	1	1	1	1	2
Potri.006G230600.0	0	0	0	0	0
Potri.006G230700.0	0	0	2	0	3
Potri.006G230800.0	430	591	630	471	953
Potri.006G230900.0	35	41	22	21	54
Potri.006G231000.0	525	858	463	339	740
Potri.006G231100.0	20	33	21	12	38
Potri.006G231200.0	1	0	1	1	3
Potri.006G231300.0	0	0	0	0	1
Potri.006G231400.0	0	0	0	0	0
Potri.006G231500.0	2	1	1	0	5
Potri.006G231600.0	0	0	0	0	0
Potri.006G231700.0	966	1297	854	615	1220
Potri.006G231800.0	391	615	450	242	556
Potri.006G231900.0	155	185	88	62	106
Potri.006G232000.0	229	271	141	136	195
Potri.006G232100.0	123	191	91	50	109
Potri.006G232200.0	32	33	19	11	24
Potri.006G232300.0	140	106	69	34	114
Potri.006G232400.0	0	0	0	0	0
Potri.006G232500.0	0	0	0	0	0
Potri.006G232600.0	0	0	0	0	0
Potri.006G232700.0	24	58	19	24	64
Potri.006G232800.0	25	43	17	21	33
Potri.006G232900.0	3188	4732	2819	1613	3617
Potri.006G233000.0	296	337	259	147	330
Potri.006G233100.0	108	134	127	58	147
Potri.006G233200.0	68	65	45	31	62
Potri.006G233300.0	1742	2307	921	725	1393
Potri.006G233400.0	389	554	292	192	407
Potri.006G233500.0	224	233	104	106	180
Potri.006G233600.0	2	14	1	1	0
Potri.006G233700.0	0	0	0	0	0
Potri.006G233800.0	160	191	178	91	231
Potri.006G233900.0	6	6	8	2	19
Potri.006G234000.0	225	229	155	103	261
Potri.006G234100.0	926	1288	720	499	957
Potri.006G234200.0	0	1	0	0	1
Potri.006G234300.0	98	91	113	57	151
Potri.006G234400.0	3	4	6	1	15
Potri.006G234500.0	321	440	302	182	411
Potri.006G234600.0	91	120	48	38	89
Potri.006G234700.0	0	0	1	0	0
Potri.006G234800.0	28	41	13	23	30
Potri.006G234900.0	6	5	1	1	2
Potri.006G235000.0	17	38	9	16	19
Potri.006G235100.0	171	225	173	104	472
Potri.006G235200.0	1602	1925	1019	753	1596
Potri.006G235300.0	0	0	0	0	0
