	T89-1	T89-2	250-5	250-8	250-13
Potri.016G007400.0	1	4	2	0	7
Potri.016G007500.0	25	52	35	16	59
Potri.016G007600.0	19	24	19	9	25
Potri.016G007700.0	0	0	0	0	0
Potri.016G007800.0	1	0	0	0	0
Potri.016G007900.0	0	0	0	0	0
Potri.016G008000.0	0	0	0	1	1
Potri.016G008100.0	21	42	23	17	39
Potri.016G008200.0	0	0	0	0	0
Potri.016G008300.0	4	2	6	2	6
Potri.016G008400.0	0	1	0	0	1
Potri.016G008500.0	1	0	0	0	0
Potri.016G008600.0	0	0	0	0	0
Potri.016G008700.0	32	49	32	25	59
Potri.016G008800.0	1233	1405	600	517	1079
Potri.016G008900.0	0	0	0	0	0
Potri.016G009000.0	0	0	0	0	0
Potri.016G009100.0	0	0	0	0	0
Potri.016G009200.0	0	0	0	0	0
Potri.016G009300.0	1	2	3	1	6
Potri.016G009400.0	3	4	4	1	0
Potri.016G009500.0	2	4	5	2	7
Potri.016G009600.0	27	20	11	10	8
Potri.016G009700.0	70	76	59	28	69
Potri.016G009800.0	17	16	8	7	10
Potri.016G009900.0	39	38	12	17	35
Potri.016G010000.0	4	10	4	2	1
Potri.016G010100.0	14	35	13	6	19
Potri.016G010200.0	865	1097	451	426	838
Potri.016G010300.0	19	29	13	11	23
Potri.016G010400.0	0	1	0	0	0
Potri.016G010500.0	0	0	0	0	0
Potri.016G010600.0	0	0	0	0	0
Potri.016G010700.0	17	36	24	16	41
Potri.016G010800.0	175	247	159	127	292
Potri.016G010900.0	27	26	61	20	48
Potri.016G011000.0	1	0	0	1	1
Potri.016G011100.0	62	90	38	34	68
Potri.016G011200.0	3	16	13	5	20
Potri.016G011300.0	1	3	1	1	3
Potri.016G011400.0	1	7	1	1	3
Potri.016G011500.0	19	25	30	10	16
Potri.016G011600.0	4	4	3	3	4
Potri.016G011700.0	14	39	16	16	19
Potri.016G011800.0	0	0	0	0	0
Potri.016G011900.0	0	0	0	0	0
Potri.016G012000.0	0	0	0	0	0
Potri.016G012100.0	4	11	5	7	9
Potri.016G012200.0	0	0	0	0	0
Potri.016G012300.0	0	0	0	0	0
Potri.016G012400.0	2	5	1	0	1
Potri.016G012500.0	7	10	3	4	6
Potri.016G012600.0	3	1	1	1	6
Potri.016G012700.0	0	0	0	0	0
Potri.016G012800.0	0	0	0	0	0
Potri.016G012900.0	108	142	96	52	153
Potri.016G013000.0	841	1296	261	278	289
Potri.016G013100.0	208	256	129	118	211
Potri.016G013200.0	4	8	1	0	0
Potri.016G013300.0	229	321	151	95	226
Potri.016G013400.0	192	203	166	119	301
Potri.016G013500.0	75	57	38	19	45
Potri.016G013600.0	0	0	0	0	0
Potri.016G013700.0	33	33	4	8	12
Potri.016G013800.0	0	2	0	0	1
Potri.016G013900.0	24	33	15	14	32
Potri.016G014000.0	41	59	21	22	49
Potri.016G014100.0	1	5	1	1	3
Potri.016G014200.0	0	0	0	0	0
Potri.016G014300.0	0	0	3	1	0
Potri.016G014400.0	4	11	3	8	4
Potri.016G014500.0	63	90	85	37	139
Potri.016G014600.0	241	313	261	189	436
Potri.016G014700.0	6	6	6	4	7
Potri.016G014800.0	2	3	4	3	2
Potri.016G014900.0	16	18	10	4	13
Potri.016G015000.0	0	0	0	0	0
Potri.016G015100.0	84	119	80	42	112
Potri.016G015200.0	0	4	0	1	2
Potri.016G015300.0	0	0	0	0	0
Potri.016G015400.0	117	127	61	59	121
Potri.016G015500.0	523	1028	1251	719	1686
Potri.016G015600.0	0	0	0	0	0
Potri.016G015700.0	8	10	1	2	3
Potri.016G015800.0	0	0	0	0	0
Potri.016G015900.0	0	0	0	0	0
Potri.016G016000.0	0	0	0	0	0
Potri.016G016100.0	0	0	0	0	0
Potri.016G016200.0	0	0	0	0	0
Potri.016G016300.0	0	0	0	1	0
Potri.016G016400.0	0	2	0	0	1
Potri.016G016500.0	3	4	3	1	1
Potri.016G016600.0	0	0	0	0	1
Potri.016G016700.0	2	2	5	6	10
Potri.016G016800.0	4	3	0	0	0
Potri.016G016900.0	0	0	0	0	0
Potri.016G017000.0	0	0	0	0	0
Potri.016G017100.0	11	7	4	2	12
Potri.016G017200.0	5	3	2	1	3
Potri.016G017300.0	3	8	3	0	2
Potri.016G017400.0	1	2	1	0	2
Potri.016G017500.0	446	388	228	180	425
Potri.016G017600.0	0	0	0	0	0
Potri.016G017700.0	21	28	2	5	4
Potri.016G017800.0	9	4	4	4	3
Potri.016G017900.0	25	22	22	17	28
Potri.016G018000.0	0	0	0	0	0
Potri.016G018100.0	92	145	89	62	153
Potri.016G018200.0	1	0	0	0	0
Potri.016G018300.0	116	162	101	60	137
Potri.016G018400.0	81	92	40	26	72
Potri.016G018500.0	404	469	256	150	355
Potri.016G018600.0	36	39	5	6	13
Potri.016G018700.0	1415	1917	866	543	1279
Potri.016G018800.0	35	25	24	15	38
Potri.016G018900.0	29	38	13	14	18
Potri.016G019000.0	299	184	109	95	186
Potri.016G019100.0	79	82	57	37	77
Potri.016G019200.0	145	193	135	74	143
Potri.016G019300.0	0	0	0	0	0
Potri.016G019400.0	0	0	0	0	0
Potri.016G019500.0	0	3	2	0	1
Potri.016G019600.0	0	0	0	0	0
Potri.016G019700.0	27	15	14	11	22
Potri.016G019800.0	377	539	281	166	405
Potri.016G019900.0	5	4	1	1	3
Potri.016G020000.0	29	50	15	11	37
Potri.016G020100.0	326	576	269	159	338
Potri.016G020200.0	0	0	0	0	0
Potri.016G020300.0	0	0	0	0	1
Potri.016G020400.0	0	0	0	0	0
Potri.016G020500.0	1	1	0	0	1
Potri.016G020600.0	85	114	50	34	57
Potri.016G020700.0	0	0	0	0	0
Potri.016G020800.0	0	0	0	0	0
Potri.016G020900.0	1	0	0	0	0
Potri.016G021000.0	0	0	1	1	0
Potri.016G021100.0	0	0	0	0	0
Potri.016G021200.0	0	0	0	0	0
Potri.016G021300.0	0	0	0	0	0
Potri.016G021400.0	3	3	3	3	2
Potri.016G021500.0	0	0	0	0	1
Potri.016G021600.0	0	0	0	0	0
Potri.016G021700.0	2	0	0	0	0
Potri.016G021800.0	0	0	0	0	0
Potri.016G021900.0	7	9	10	5	11
Potri.016G022000.0	0	0	1	0	0
Potri.016G022100.0	0	0	1	0	0
Potri.016G022200.0	0	0	0	0	0
Potri.016G022300.0	0	0	0	0	0
Potri.016G022400.0	0	0	1	0	0
Potri.016G022500.0	4	14	2	2	0
Potri.016G022600.0	0	0	0	0	0
Potri.016G022700.0	22	27	19	11	35
Potri.016G022800.0	126	154	89	44	124
Potri.016G022900.0	58	84	34	25	50
Potri.016G023000.0	455	674	377	225	442
Potri.016G023100.0	110	97	66	37	105
Potri.016G023200.0	14	14	11	8	13
Potri.016G023300.0	0	0	1	1	0
Potri.016G023400.0	1	0	1	0	0
Potri.016G023500.0	44	58	41	19	68
Potri.016G023600.0	0	0	0	0	0
Potri.016G023700.0	292	373	198	153	325
Potri.016G023800.0	628	846	534	346	802
Potri.016G023900.0	10	5	3	3	0
Potri.016G024000.0	5	5	6	1	2
Potri.016G024100.0	0	0	0	0	0
Potri.016G024200.0	41	60	35	17	52
Potri.016G024300.0	72	64	32	17	59
Potri.016G024400.0	3	5	3	0	8
Potri.016G024500.0	145	170	15	28	25
Potri.016G024600.0	3	10	3	0	2
Potri.016G024700.0	1294	1582	806	667	1418
Potri.016G024800.0	573	741	293	248	445
Potri.016G024900.0	25	28	22	10	22
Potri.016G025000.0	40	72	42	22	94
Potri.016G025100.0	42	84	29	31	66
Potri.016G025200.0	0	2	0	0	0
Potri.016G025300.0	64	83	42	26	81
Potri.016G025400.0	5	5	4	2	9
Potri.016G025500.0	1017	1196	407	220	491
Potri.016G025600.0	2	3	3	0	6
Potri.016G025700.0	28	35	14	12	23
Potri.016G025800.0	1	1	1	0	0
Potri.016G025900.0	0	1	0	0	0
Potri.016G026000.0	1	0	0	0	0
Potri.016G026100.0	2	2	0	2	4
Potri.016G026200.0	0	0	0	0	0
Potri.016G026300.0	0	1	2	1	1
Potri.016G026400.0	3	2	5	0	6
Potri.016G026500.0	1	1	0	1	1
Potri.016G026600.0	2	2	0	0	1
Potri.016G026700.0	0	0	1	0	0
Potri.016G026800.0	0	2	2	4	4
Potri.016G026900.0	0	0	0	0	0
Potri.016G027000.0	0	0	0	0	0
Potri.016G027100.0	1	1	1	1	1
Potri.016G027200.0	1	1	2	2	0
Potri.016G027300.0	0	0	0	0	0
Potri.016G027400.0	0	0	1	0	1
Potri.016G027500.0	0	0	0	0	0
Potri.016G027600.0	76	73	47	50	107
Potri.016G027700.0	6	11	6	3	9
Potri.016G027800.0	0	0	0	0	0
Potri.016G027900.0	0	0	0	0	0
Potri.016G028000.0	519	633	356	212	464
Potri.016G028100.0	0	0	0	0	0
Potri.016G028200.0	0	0	0	0	0
Potri.016G028300.0	0	0	0	0	0
Potri.016G028400.0	0	0	0	0	0
Potri.016G028500.0	0	0	0	0	0
Potri.016G028600.0	1	1	0	0	1
Potri.016G028700.0	7	8	7	5	14
Potri.016G028800.0	0	4	0	1	0
Potri.016G028900.0	35	37	17	19	33
Potri.016G029000.0	393	640	409	279	555
Potri.016G029100.0	585	884	567	391	823
Potri.016G029200.0	391	586	430	272	603
Potri.016G029300.0	115	158	64	51	131
Potri.016G029400.0	0	0	0	0	0
Potri.016G029500.0	0	2	0	0	1
Potri.016G029600.0	17	26	18	14	24
Potri.016G029700.0	19	17	9	10	17
Potri.016G029800.0	0	0	0	0	0
Potri.016G029900.0	0	0	0	0	0
Potri.016G030000.0	5	7	4	1	1
Potri.016G030100.0	49	51	14	11	29
Potri.016G030200.0	104	119	58	51	102
Potri.016G030300.0	1	2	2	1	3
Potri.016G030400.0	46	60	26	21	63
Potri.016G030500.0	0	0	0	0	0
Potri.016G030600.0	0	0	0	0	0
Potri.016G030700.0	0	2	1	0	2
Potri.016G030800.0	63	68	46	40	76
Potri.016G030900.0	1278	1471	659	575	1389
Potri.016G031000.0	0	3	4	0	2
Potri.016G031100.0	575	664	302	297	636
Potri.016G031200.0	0	0	0	0	0
Potri.016G031300.0	0	0	0	0	0
Potri.016G031400.0	204	22	15	6	7
Potri.016G031500.0	1	5	7	2	1
Potri.016G031600.0	4	5	3	1	7
Potri.016G031700.0	33	38	20	26	47
Potri.016G031800.0	77	89	55	41	119
Potri.016G031900.0	58	84	51	45	100
Potri.016G032000.0	165	192	109	66	227
Potri.016G032100.0	77	97	48	28	58
Potri.016G032200.0	0	0	0	0	0
Potri.016G032300.0	0	0	0	0	0
Potri.016G032400.0	116	171	111	63	157
Potri.016G032500.0	370	495	409	257	660
Potri.016G032600.0	178	279	168	107	216
Potri.016G032700.0	0	0	0	0	0
Potri.016G032800.0	0	0	0	0	0
Potri.016G032900.0	0	0	0	0	0
Potri.016G033000.0	18	22	6	4	21
Potri.016G033100.0	400	561	190	163	327
Potri.016G033200.0	4528	5536	2739	1760	3352
Potri.016G033300.0	98	141	94	64	144
Potri.016G033400.0	0	0	0	0	0
Potri.016G033500.0	0	0	0	0	0
Potri.016G033600.0	0	0	0	0	0
Potri.016G033700.0	1	0	0	1	1
Potri.016G033800.0	0	0	0	0	0
Potri.016G033900.0	0	0	0	0	0
Potri.016G034000.0	0	1	0	2	3
Potri.016G034100.0	24	43	15	15	14
Potri.016G034200.0	64	70	47	33	72
Potri.016G034300.0	0	0	0	0	0
Potri.016G034400.0	0	1	0	0	0
Potri.016G034500.0	0	0	0	0	0
Potri.016G034600.0	0	0	0	0	0
Potri.016G034700.0	0	0	0	0	0
Potri.016G034800.0	4	4	0	1	1
Potri.016G034900.0	32	27	21	8	27
Potri.016G035000.0	9	14	2	2	13
Potri.016G035100.0	0	0	0	0	0
Potri.016G035200.0	152	183	68	61	148
Potri.016G035300.0	42	54	17	11	48
Potri.016G035400.0	10	9	13	4	43
Potri.016G035500.0	82	100	108	53	156
Potri.016G035600.0	44	34	23	19	58
Potri.016G035700.0	106	115	69	51	132
Potri.016G035800.0	126	162	86	52	122
Potri.016G035900.0	247	330	126	130	209
Potri.016G036000.0	18	28	14	6	18
Potri.016G036100.0	25	23	20	10	23
Potri.016G036200.0	28	19	15	7	24
Potri.016G036300.0	33	43	17	16	39
Potri.016G036400.0	6	10	3	3	6
Potri.016G036500.0	107	154	91	66	147
Potri.016G036600.0	10	10	14	9	15
Potri.016G036700.0	1	4	0	0	4
Potri.016G036800.0	0	0	0	0	0
Potri.016G036900.0	118	187	136	75	212
Potri.016G037000.0	0	0	1	0	0
Potri.016G037100.0	1	1	1	1	2
Potri.016G037200.0	1	0	0	0	0
Potri.016G037300.0	7	7	3	0	4
Potri.016G037400.0	37	33	27	15	30
Potri.016G037500.0	35	16	17	12	25
Potri.016G037600.0	11	17	7	9	7
Potri.016G037700.0	0	0	0	0	0
Potri.016G037800.0	0	0	1	0	0
Potri.016G037900.0	277	282	142	110	257
Potri.016G038000.0	45	31	28	7	48
Potri.016G038100.0	60	104	76	62	95
Potri.016G038200.0	50	46	34	28	50
Potri.016G038300.0	76	75	20	35	62
Potri.016G038400.0	1	0	2	0	0
Potri.016G038500.0	28	26	10	7	29
Potri.016G038600.0	29	39	5	4	10
Potri.016G038700.0	4	1	0	1	0
Potri.016G038800.0	20	20	12	4	24
Potri.016G038900.0	45	52	35	28	47
Potri.016G039000.0	0	0	0	0	1
Potri.016G039100.0	9	7	21	8	13
Potri.016G039200.0	0	0	1	0	3
Potri.016G039300.0	0	0	0	0	0
Potri.016G039400.0	0	1	1	0	0
Potri.016G039500.0	0	0	0	0	0
Potri.016G039600.0	0	0	0	0	0
Potri.016G039700.0	2	1	4	1	2
Potri.016G039800.0	0	0	0	0	0
Potri.016G039900.0	0	0	0	0	0
Potri.016G040000.0	0	0	0	0	0
Potri.016G040100.0	2	4	8	8	9
Potri.016G040200.0	43	54	42	36	79
Potri.016G040300.0	72	109	67	36	90
Potri.016G040400.0	0	0	0	0	0
Potri.016G040500.0	67	115	43	38	97
Potri.016G040600.0	1	0	2	1	4
Potri.016G040700.0	0	0	0	1	0
Potri.016G040800.0	0	0	0	0	0
Potri.016G040900.0	135	102	69	48	112
Potri.016G041000.0	41	80	44	19	55
Potri.016G041100.0	14	22	14	5	14
Potri.016G041200.0	82	52	37	25	43
Potri.016G041300.0	3	3	0	0	1
Potri.016G041400.0	0	0	0	0	0
Potri.016G041500.0	1	0	0	0	0
Potri.016G041600.0	1059	1264	765	614	1166
Potri.016G041700.0	1	0	0	0	2
Potri.016G041800.0	132	204	147	97	202
Potri.016G041900.0	540	769	397	257	504
Potri.016G042000.0	24	29	18	8	32
Potri.016G042100.0	138	138	85	71	139
Potri.016G042200.0	0	0	2	0	2
Potri.016G042300.0	0	1	0	1	1
Potri.016G042400.0	42	65	30	21	51
Potri.016G042500.0	114	141	90	48	86
Potri.016G042600.0	0	0	0	0	0
Potri.016G042700.0	0	0	0	0	0
Potri.016G042800.0	0	0	0	0	0
Potri.016G042900.0	0	0	0	1	2
Potri.016G043000.0	0	0	0	0	0
Potri.016G043100.0	3	13	5	2	19
Potri.016G043200.0	0	0	0	1	0
Potri.016G043300.0	0	0	3	0	1
Potri.016G043400.0	3	3	1	0	2
Potri.016G043500.0	128	193	138	83	201
Potri.016G043600.0	38	48	34	20	57
Potri.016G043700.0	101	115	40	22	58
Potri.016G043800.0	210	199	127	88	171
Potri.016G043900.0	53	52	35	21	50
Potri.016G044000.0	5	8	0	4	4
Potri.016G044100.0	4	0	0	0	0
Potri.016G044200.0	2	1	1	0	3
Potri.016G044300.0	1	0	0	0	4
Potri.016G044400.0	0	0	0	0	0
Potri.016G044500.0	0	0	0	0	0
Potri.016G044600.0	0	1	0	0	1
Potri.016G044700.0	1	5	3	0	1
Potri.016G044800.0	17	8	9	2	9
Potri.016G044900.0	3	11	4	0	2
Potri.016G045000.0	0	0	0	0	0
Potri.016G045100.0	0	0	0	0	0
Potri.016G045200.0	50	88	51	39	86
Potri.016G045300.0	125	169	95	53	147
Potri.016G045400.0	21	27	12	13	22
Potri.016G045500.0	138	283	113	94	171
Potri.016G045600.0	89	84	47	24	59
Potri.016G045700.0	2	4	1	2	3
Potri.016G045800.0	0	2	1	0	3
Potri.016G045900.0	75	74	41	26	64
Potri.016G046000.0	0	0	0	0	0
Potri.016G046100.0	0	0	0	0	0
Potri.016G046200.0	2106	1999	2517	1460	4542
Potri.016G046300.0	3	8	4	5	13
Potri.016G046400.0	5	4	8	6	12
Potri.016G046500.0	0	0	0	0	0
Potri.016G046600.0	13	17	9	5	16
Potri.016G046700.0	34	45	17	12	28
Potri.016G046800.0	22	22	12	11	32
Potri.016G046900.0	5	3	3	2	4
Potri.016G047000.0	12	11	9	3	10
Potri.016G047100.0	0	1	1	0	0
Potri.016G047200.0	1	3	1	0	1
Potri.016G047300.0	4	8	3	1	7
Potri.016G047400.0	0	0	0	0	0
Potri.016G047500.0	218	214	392	243	529
Potri.016G047600.0	91	94	63	32	101
Potri.016G047700.0	0	0	0	0	0
Potri.016G047800.0	2	1	2	0	0
Potri.016G047900.0	0	4	0	2	0
Potri.016G048000.0	7	0	0	0	1
Potri.016G048100.0	36	34	29	19	34
Potri.016G048200.0	14	13	8	7	17
Potri.016G048300.0	7	9	2	2	7
Potri.016G048400.0	3	5	2	1	6
Potri.016G048500.0	18	16	13	7	20
Potri.016G048600.0	62	75	46	30	79
Potri.016G048700.0	0	0	0	0	0
Potri.016G048800.0	0	0	0	0	0
Potri.016G048900.0	0	0	0	0	0
Potri.016G049000.0	147	199	106	63	148
Potri.016G049100.0	76	103	77	45	79
Potri.016G049200.0	1	1	4	2	5
Potri.016G049300.0	1	1	0	2	1
Potri.016G049400.0	0	0	0	0	0
Potri.016G049500.0	0	0	0	0	0
Potri.016G049600.0	5	16	5	4	12
Potri.016G049700.0	760	952	529	344	883
Potri.016G049800.0	2	4	2	0	1
Potri.016G049900.0	1	2	1	1	0
Potri.016G050000.0	0	0	0	0	0
Potri.016G050100.0	0	0	0	0	0
Potri.016G050200.0	0	0	0	0	0
Potri.016G050300.0	3	4	1	0	0
Potri.016G050400.0	1	1	2	1	1
Potri.016G050500.0	21	12	6	9	10
Potri.016G050600.0	0	1	0	0	0
Potri.016G050700.0	0	0	0	0	0
Potri.016G050800.0	36	48	14	7	7
Potri.016G050900.0	94	117	70	35	101
Potri.016G051000.0	8	12	5	4	10
Potri.016G051100.0	7	10	4	3	2
Potri.016G051200.0	60	69	47	26	34
Potri.016G051300.0	8	16	8	5	23
Potri.016G051400.0	187	193	135	90	185
Potri.016G051500.0	3161	4097	3464	1774	4031
Potri.016G051600.0	119	154	65	40	76
Potri.016G051700.0	908	1308	671	511	1004
Potri.016G051800.0	118	119	68	43	115
Potri.016G051900.0	2888	4125	2049	1247	2638
Potri.016G052000.0	127	175	73	48	92
Potri.016G052100.0	428	464	151	99	270
Potri.016G052200.0	4	5	2	2	1
Potri.016G052300.0	1	6	2	2	6
Potri.016G052400.0	4	5	0	0	4
Potri.016G052500.0	1	3	0	0	2
Potri.016G052600.0	0	0	0	0	0
Potri.016G052700.0	37	32	17	17	47
Potri.016G052800.0	134	186	112	78	191
Potri.016G052900.0	0	0	0	0	1
Potri.016G053000.0	74	105	50	41	83
Potri.016G053100.0	0	0	0	0	0
Potri.016G053200.0	0	0	0	0	0
Potri.016G053300.0	48	100	51	25	67
Potri.016G053400.0	47	63	23	20	48
Potri.016G053500.0	4	3	6	2	8
Potri.016G053600.0	1	6	3	2	1
Potri.016G053700.0	174	163	112	87	230
Potri.016G053800.0	25	43	19	11	31
Potri.016G053900.0	8	21	4	1	6
Potri.016G054000.0	0	1	0	0	0
Potri.016G054100.0	0	0	0	0	0
Potri.016G054200.0	432	576	286	216	446
Potri.016G054300.0	0	0	0	0	0
Potri.016G054400.0	1	2	0	0	4
Potri.016G054500.0	0	0	0	0	0
Potri.016G054600.0	91	144	100	69	157
Potri.016G054700.0	56	99	92	51	126
Potri.016G054800.0	11	12	14	2	7
Potri.016G054900.0	348	621	351	244	437
Potri.016G055000.0	637	596	420	299	533
Potri.016G055100.0	48	78	43	26	66
Potri.016G055200.0	111	174	103	63	130
Potri.016G055300.0	153	211	118	157	268
Potri.016G055400.0	53	96	49	36	102
Potri.016G055500.0	0	0	0	0	0
Potri.016G055600.0	20	12	14	5	17
Potri.016G055700.0	810	1272	994	683	1461
Potri.016G055800.0	17	33	16	16	45
Potri.016G055900.0	0	0	3	0	4
Potri.016G056000.0	0	0	0	0	0
Potri.016G056100.0	2	3	3	1	6
Potri.016G056200.0	694	909	511	372	798
Potri.016G056300.0	3	3	20	10	13
Potri.016G056400.0	45	53	69	28	86
Potri.016G056500.0	209	324	92	101	246
Potri.016G056600.0	0	0	0	0	0
Potri.016G056700.0	0	0	0	0	0
Potri.016G056800.0	0	2	0	0	0
Potri.016G056900.0	0	0	0	0	0
Potri.016G057000.0	7	8	3	0	4
Potri.016G057100.0	119	159	75	59	109
Potri.016G057200.0	2	9	3	2	8
Potri.016G057300.0	1	0	0	0	0
Potri.016G057400.0	32	9	13	3	12
Potri.016G057500.0	0	0	0	0	0
Potri.016G057600.0	1	0	0	0	1
Potri.016G057700.0	22	36	17	21	43
Potri.016G057800.0	5	8	4	3	7
Potri.016G057900.0	0	0	0	0	0
Potri.016G058000.0	15	26	15	10	26
Potri.016G058100.0	0	0	0	0	0
Potri.016G058200.0	1	2	0	1	1
Potri.016G058300.0	89	128	58	62	124
Potri.016G058400.0	0	0	0	0	0
Potri.016G058500.0	2	0	1	0	1
Potri.016G058600.0	4	6	3	4	8
Potri.016G058700.0	0	1	0	1	1
Potri.016G058800.0	0	1	0	0	0
Potri.016G058900.0	39	63	29	15	49
Potri.016G059000.0	19	26	10	7	15
Potri.016G059100.0	1	1	1	0	3
Potri.016G059200.0	2	3	0	0	1
Potri.016G059300.0	67	90	140	94	209
Potri.016G059400.0	1	0	1	0	0
Potri.016G059500.0	17	9	13	12	22
Potri.016G059600.0	0	0	0	0	1
Potri.016G059700.0	65	53	64	33	81
Potri.016G059800.0	22	37	26	23	37
Potri.016G059900.0	45	78	45	23	71
Potri.016G060000.0	26	34	22	8	29
Potri.016G060100.0	82	76	39	26	49
Potri.016G060200.0	289	387	275	160	393
Potri.016G060300.0	318	340	169	100	243
Potri.016G060400.0	93	139	97	83	168
Potri.016G060500.0	289	439	224	168	340
Potri.016G060600.0	0	0	0	0	0
Potri.016G060700.0	0	0	0	0	0
Potri.016G060800.0	0	0	0	0	0
Potri.016G060900.0	2	3	1	0	2
Potri.016G061000.0	23	44	4	4	14
Potri.016G061100.0	144	127	108	89	107
Potri.016G061200.0	0	0	0	0	0
Potri.016G061300.0	0	0	0	0	0
Potri.016G061400.0	0	0	0	0	0
Potri.016G061500.0	4	9	2	3	4
Potri.016G061600.0	0	0	0	0	0
Potri.016G061700.0	265	397	216	143	329
Potri.016G061800.0	1	0	0	0	0
Potri.016G061900.0	79	113	60	60	92
Potri.016G062000.0	259	341	177	114	286
Potri.016G062100.0	102	126	61	48	105
Potri.016G062200.0	16	26	3	7	11
Potri.016G062300.0	0	0	0	0	0
Potri.016G062400.0	152	207	92	73	132
Potri.016G062500.0	34	35	24	17	29
Potri.016G062600.0	56	64	37	28	72
Potri.016G062700.0	0	0	0	0	0
Potri.016G062800.0	25	42	24	10	41
Potri.016G062900.0	58	54	37	31	68
Potri.016G063000.0	0	2	1	1	4
Potri.016G063100.0	241	238	107	108	212
Potri.016G063200.0	610	537	359	257	578
Potri.016G063300.0	3	12	7	6	6
Potri.016G063400.0	3	1	1	0	3
Potri.016G063500.0	0	0	0	1	0
Potri.016G063600.0	2	4	3	2	3
Potri.016G063700.0	0	0	1	0	1
Potri.016G063800.0	8	8	8	6	9
Potri.016G063900.0	0	0	0	0	0
Potri.016G064000.0	0	0	0	0	0
Potri.016G064100.0	375	520	351	223	528
Potri.016G064200.0	0	7	1	1	3
Potri.016G064300.0	8	42	8	12	13
Potri.016G064400.0	0	3	0	1	0
Potri.016G064500.0	53	73	31	20	65
Potri.016G064600.0	40	73	38	24	53
Potri.016G064700.0	3	5	3	1	8
Potri.016G064800.0	571	573	262	187	454
Potri.016G064900.0	0	0	0	0	0
Potri.016G065000.0	270	331	65	46	139
Potri.016G065100.0	0	0	0	0	0
Potri.016G065200.0	153	252	125	87	198
Potri.016G065300.0	0	0	0	0	0
Potri.016G065400.0	30	21	9	11	21
Potri.016G065500.0	3	1	0	0	1
Potri.016G065600.0	72	92	34	24	37
Potri.016G065700.0	44	78	28	23	45
Potri.016G065800.0	0	0	0	0	0
Potri.016G065900.0	15	28	12	10	12
Potri.016G066000.0	61	79	37	22	53
Potri.016G066100.0	218	263	115	110	214
Potri.016G066200.0	4	4	10	4	5
Potri.016G066300.0	88	138	87	55	99
Potri.016G066400.0	358	442	269	206	470
Potri.016G066500.0	572	730	850	499	1054
Potri.016G066600.0	1731	2082	497	588	992
Potri.016G066700.0	10	21	10	8	15
Potri.016G066800.0	83	98	59	56	86
Potri.016G066900.0	0	0	0	0	0
Potri.016G067000.0	63	96	40	30	73
Potri.016G067100.0	57	63	38	35	78
Potri.016G067200.0	125	146	64	43	89
Potri.016G067300.0	0	0	0	0	0
Potri.016G067400.0	0	0	0	0	0
Potri.016G067500.0	0	0	0	0	0
Potri.016G067600.0	20	33	15	8	20
Potri.016G067700.0	0	0	0	1	1
Potri.016G067800.0	489	602	295	234	455
Potri.016G067900.0	36	50	29	17	40
Potri.016G068000.0	620	822	419	307	631
Potri.016G068100.0	0	0	0	0	0
Potri.016G068200.0	22	16	3	0	0
Potri.016G068300.0	9	8	9	8	12
Potri.016G068400.0	23	27	12	19	29
Potri.016G068500.0	0	0	0	0	0
Potri.016G068600.0	0	0	0	0	0
Potri.016G068700.0	1	2	0	1	2
Potri.016G068800.0	242	398	272	174	393
Potri.016G068900.0	120	129	78	57	118
Potri.016G069000.0	250	219	156	116	241
Potri.016G069100.0	195	306	239	127	302
Potri.016G069200.0	22	15	8	9	9
Potri.016G069300.0	0	0	0	0	0
Potri.016G069400.0	0	0	0	0	0
Potri.016G069500.0	0	0	0	0	0
Potri.016G069600.0	0	0	0	0	0
Potri.016G069700.0	99	152	163	74	240
Potri.016G069800.0	0	0	0	0	0
Potri.016G069900.0	0	1	0	0	1
Potri.016G070000.0	0	0	0	0	0
Potri.016G070100.0	0	0	0	0	0
Potri.016G070200.0	14	56	24	8	35
Potri.016G070300.0	0	0	0	0	0
Potri.016G070400.0	46	48	28	18	48
Potri.016G070500.0	27	67	20	13	31
Potri.016G070600.0	0	0	0	0	0
Potri.016G070700.0	90	92	63	27	97
Potri.016G070800.0	1	3	3	2	4
Potri.016G070900.0	47	51	24	12	32
Potri.016G071000.0	64	124	67	30	104
Potri.016G071100.0	0	0	0	0	0
Potri.016G071200.0	0	0	0	0	0
Potri.016G071300.0	0	1	0	0	0
Potri.016G071400.0	0	0	0	0	0
Potri.016G071500.0	1928	2941	1427	1016	2204
Potri.016G071600.0	2	3	1	0	0
Potri.016G071700.0	48	59	39	26	61
Potri.016G071800.0	0	0	0	0	0
Potri.016G071900.0	12	21	7	5	11
Potri.016G072000.0	0	0	0	0	0
Potri.016G072100.0	311	449	226	147	247
Potri.016G072200.0	14	19	20	6	8
Potri.016G072300.0	21	31	16	6	13
Potri.016G072400.0	0	0	0	0	0
Potri.016G072500.0	11	14	10	4	8
Potri.016G072600.0	13	19	12	4	11
Potri.016G072700.0	49	94	45	34	80
Potri.016G072800.0	0	1	0	1	0
Potri.016G072900.0	0	0	2	0	0
Potri.016G073000.0	35	36	14	9	29
Potri.016G073100.0	725	857	455	353	675
Potri.016G073200.0	0	0	0	0	0
Potri.016G073300.0	0	0	0	0	0
Potri.016G073400.0	2	4	2	0	2
Potri.016G073500.0	40	55	20	23	57
Potri.016G073600.0	0	0	0	0	0
