OTU	SHA1	Superkingdom	Phylum	Class	Order	Family	Genus	Species
697	887394288ef6e102e77a653f1ec08bbe534fc8b1	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
698	88e648f17a4ace08d857fdc62ee320f0f10165ec	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	unidentified
699	88f7661910c64b7049d85d4a07035b833d9ded43	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
700	890d2652ea13e1c7840a3a900be0f7444af593e0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
701	8920a8053c6ccfef926e3631fcc6f0fb865f9898	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
702	89270762b4b0bf138f6c321ad84b7e4eb6976a59	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
703	893c04170383c88a53da50382241af53dffc0fa3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_microscopica
704	895012225a29640b57e6dd3b709101f4f00216e8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
705	8a830fc653c94e07a70b77cb666efcaa9113700f	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
706	8af026c30c954f0b811cf305d4548ccb35c0c17b	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
707	8b03133f59dc5977e796ca53dcae0554541d3495	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
708	8b56ac916a22ee4005df6835a57ce3b51aaee46c	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina_sadebeckii
709	8c0cdfb30a651ca18bd518c240901e3f87ceae32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
710	8c999f599a09a9fc1ab575f55160a4beb9c730c3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium_bialowiezense
711	8d2ca3d4b29c7982090b210170e54c2d56d479bf	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
712	8d509f8a996e816d5c70b14917d7562d3fefda66	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	unidentified
713	8dabf87c4ec907893de07b1a75d5787c035b90d8	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	unidentified
714	8dc9919684f2d7998f44c61512d4406c7758c39d	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Cystocoleus	Cystocoleus_ebeneus
715	8df5a3ac21b5b341667247bf7c85c50a25795856	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Didymella	Didymella_pedeiae
716	8e160b9698f65c500f4eb9fd15666f1fdb9ef9b8	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
717	8e444aaca1a92d2299764ad0f97f71bb742028a7	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_mesophila
718	8e502d8c53756d992798328b2346d124cd8547ff	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
719	8e68b4b9c5c7b710adf41c25dc324e222fe1d22e	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
720	8e802f533f111c5939796d74811e0098f316f80a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
721	8ecd1a1d88f505eef404826d9d6de51fa625d975	Fungi	Ascomycota	Leotiomycetes	unidentified	unidentified	unidentified	unidentified
722	8ed4f8905dbf7d871427cd08f4a3754fc28af779	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
723	8f374f135f1e151b1b4dd24db70aa6dc1ddbf6eb	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
724	8f37cf7cf547fa50ed55aaf9d76563ad8d307536	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
725	8f560b539be7ab424d9664298ef3b0a3badcdc46	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
726	8f5a4ebd9f3578659839c9d8be72dd7ad1841c9d	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
727	8f8d354295367d08725849306e900669c96a30f7	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
728	907b8c2bf09d818af69c1b6b272d376062ed3f55	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina_carpini
729	908db81de2f269a459786439664230cdb99e6038	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
730	90b09949211179e44fd3c6a7cde65834593ec9a4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
731	90c32fcbfab5af11d93e23bfee35499c5ce0c30e	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
732	90c450a90fc3369ea0bc84dc297067e4bd7a7206	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
733	90d698ed3acb97f688e6b34f679e6ad859ded2ca	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia_bulbillosa
734	90fe33ae134f484f3ecebbd1980a0a16c1de77d0	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
735	91159f45768b59d866969f6287c3963e9347d3f5	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
736	91406f538f361497c9a9a3d01c14ed6e3d65608b	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Penidiella	Penidiella_drakensbergensis
737	929ad1d663eadcdd815634e253f5895f45214fe0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
738	92bfe701eab8db3b7f30801be571ca92e0b127bd	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
739	931d533dc694edee95f45222eabe5c3f9c9be3e0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
740	934feaef977ab318fecea7e14b51ddf924afbe24	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	unidentified	unidentified
741	9366261e001c4064742e1202057daa3b34530df3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus_perforans
742	93a7a8da007c1fdd4e2db58f2cc34fe0e6c25bc5	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Paramycosphaerella	Paramycosphaerella_cyatheae
743	93c8fd38eaff8018c2ba470653a18ac2b35bd61d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
744	93f24d1cb4bb22ccfcaf85e2d9a8901ede57162f	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
745	93fae59d5897b817ca9b593649bf4b1682737e43	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
746	9440a705e22c75a8f9eb002e9327e144d901e995	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
747	94419e9ad2426f1e6f390502e43d86d2c3b7a0ba	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
748	9452d397959f657d0ff1e5a6bc67542a1d0a0e20	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
749	951942af2f25616333b151e58f6337624b09d9fb	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
750	953ba194e87fc3733a40acc3719697aac043d8b0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
751	9550ec785455d9c7cc39d52f429ea65b9c1455ff	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
752	95638c651ca9fe4f374590e22c40bb4db4ce372a	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
753	957d11c2670423bc1d1053ec49c5daaa35cedb30	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
754	95e2f2421f06b8ce7ee47aaa867b6ddde5204769	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
755	964dfcac9770550f7d574ff929774070f0e4930f	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
756	967919d0ae3f16b3f7b34111c11b27952f309a55	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	Simplicillium_cylindrosporum
757	96dc9162a2012a53833f05818e73eee89a12ec34	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	unidentified
758	974225f8919b06245f337f5a8139668f31dc27d3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	Nectria_dacryocarpa
759	9786ca91c90d669bb7a5301ec9cb6041eca2db4a	Fungi	Basidiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
760	97961f2af854bc5bed3327dcb239b9efd2eb3720	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
761	97b15d269817992e6146e4efa7d4edcb190282d1	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_wieringae
762	97fbce550726c66489194a98eb63a2ee2d805d8a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
763	982213f39344f164d9aa230fa12480edbcff6ff4	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
764	98a50720d8988cde0c5213930d90c65fa1003f6b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
765	98c9d1186d1baa386d57ffffd652e7f0536e8127	Fungi	Basidiomycota	Pucciniomycetes	unidentified	unidentified	unidentified	unidentified
766	98cdd5b8fed0c6be9f0907601de153307e3450ef	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
767	98d0bad45ea2d7a843d376129405da43b9682019	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
768	98dcba900dbbc0d7fe7ff3ac820bb254d9e2b589	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
769	98e81b23b520acc67f45410ebee40b41037c9c39	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
770	9901c87386ccd0bee45eb4d8db9a259a70b21910	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
771	9907e6e56875f06b22972485522b60e5c5815d97	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
772	9931941dcf6b61163b93faee209bc32e5acb4cf6	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
773	99770803f283c4b303c971d5d65a9dfadb2cfc10	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
774	99a5620ee450d7c693083505e5277fdb2a3cecf4	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
775	99e28a785eca87a3cd94f36f7a6cec2dc57c4742	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
776	9a22db8cf2cdaef773a435ec1f1040a98b897766	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
777	9a3d2bc1b7ecaaffccfe6f02653654a564d8c7a6	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
778	9a66c038f476414389c4e3ce796960b81ad5309b	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
779	9a74e90526b1ed061f85475b100d597166ca1f20	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
780	9a8eba6297037203d9becc87ca73ef6bb9a23502	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
781	9a9f8af9852e4693489934e046c6e1aa06b22017	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
782	9acbbe39667d7f582d2991348324a87045358e90	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
783	9af898b92bc5d2508ca03ee00e7f0cdf7309cb3c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_triglochinicola
784	9b2a069ff2781c306847922478d7f43e4480c8b8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
785	9bfbe0952df5e853104c81fbe337d4df4275fb63	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
786	9ca099cde502eaa919f8b49edaab64068053c1c5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
787	9cae7a131605d1c5e216ec9ec7c5d02947a6ad02	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
788	9cb0c4d736e4ab8d805abb8997af718f434bc2d9	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
789	9cc3e7a3707b95d8be554e063e86392b06d46d69	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Sphacelotheca	Sphacelotheca_polygoni-persicariae
790	9cf802599e7dc4fcf31e40c46325547a6d1fc77e	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
791	9d2c15727e358ac650d5bd96c6601792a73b953c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
792	9d3dfcf5d74c2205b46bd2475bec1f74f24d03e3	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
793	9d44660879fc3e8d1cf9345c6d546831acfa8901	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
794	9d5570bb9f73a253717520c75135c3222e26524f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
795	9dbbba588d6c3bc99b3d5231e5991e7cb767bf9c	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
796	9dd6d3ef7a78e25f576835d316bad72f7dd7e16a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
797	9deadb194b579c5f5c6497b0f493804837d3e243	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
798	9e1492a3f9fc04134d1240b05be71bf5478f474c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
799	9e1e4735fc57e53d395cd3d551c3bc5354d14ce5	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	unidentified
800	9e8f4cb73f993b2382fb8b4cd4e75c92bf7824bb	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
801	9eafd45e87d7b72862f5fde713ab344a52a3a7dc	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
802	9ec87ba7f77960d5abcaaa55bfda5c797860a557	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
803	9ed05e653eaf3b6d40db2c8d730676adb16919ba	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_fam_Incertae_sedis	Fellomyces	unidentified
804	9ef1a5c93d782b14cd7edecbbad77745809868a8	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	unidentified
805	9f13c6cbeaa28e67cd66eef7b32a80f69019bcae	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
806	9f2046daa43b96612641464b2ce5a97b1868baa3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
807	9f2cda0a8ee19badf5612c68ba34c37fd4e5731c	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_ord_Incertae_sedis	Annulatascaceae	Conlarium	Conlarium_dupliciascosporum
808	9f41a708342501cf1b6a804f64423ec55c3b9665	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Podosphaera	Podosphaera_leucotricha
809	9fb18b39405e7cb6aa722c5d5f81b88603cab9c7	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
810	9feb6438fce93c76c9c864480a4068cb212010a0	Fungi	Ascomycota	Dothideomycetes	unidentified	unidentified	unidentified	unidentified
811	9ff4478083d3dbf1592efdd18f0d09e48baa7184	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
812	9ffe089b83644acbafc3800fbba73d4a75d35579	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium_pieridis-ovalifoliae
813	a0148b8feaabc45258c69cdd5192f845cc1deff2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
814	a0150022cc4ac1422cee580fda39ccb15c420de9	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
815	a01e0fcb5243f9bcb1e5793a2c059cef63fd878c	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Rosellinia	Rosellinia_necatrix
816	a03281647596f711bb81fa63f8be26960c561d33	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
817	a0b280f80e9172befa809bb5b76cc2e5dcca40b3	Fungi	Basidiomycota	Pucciniomycetes	unidentified	unidentified	unidentified	unidentified
818	a0d1a6a2bcb48dd0eba33329a5e42e57c488de7b	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_fam_Incertae_sedis	Sporobolomyces	Sporobolomyces_phaffii
819	a0da24d847e587e8d894db42e4b723d90dad4382	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
820	a0e33e3f790cd3e1028702e1fd021b55f71ef8a8	Fungi	Mortierellomycota	Mortierellomycotina_cls_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella	Mortierella_parvispora
821	a154eee89cb9bf562a3dd965fa9b6ffee424e0d6	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
822	a1691d9f32bacebeccd3e41c08c5ae66977581b2	Fungi	Basidiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
823	a1e8df711b74f6cbd4c59ce44dba3fcf9e3a43de	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Subplenodomus	Subplenodomus_apiicola
824	a2111498bd38eed89e77eab493badd7e12a3411b	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Apenidiella	Apenidiella_strumelloidea
825	a221cbe10819b88068e896bf156175b05ff75d9e	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Phaeotheca	Phaeotheca_fissurella
826	a231bec4b85d6f576a2e243341486daf0f9d11ff	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
827	a252c59a933163b68553f73db0fbac6f20fa3c39	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	unidentified	unidentified
828	a26b5e646c6266cc4d9a37a162ba4c7ac1c83e16	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Epicoccum	Epicoccum_nigrum
829	a27b2215b11a9ea4438f4b64f787cad5780de477	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
830	a285d2601a36f41c41aaebde65445dea30e103d3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
831	a288401eda7f95d8abe09e1839a1bbbb4e03f938	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
832	a2b0cd0016db5541a5af5bfe94d22eba500c2fcc	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	unidentified
833	a2de86a83509e69fa7af7bcedafa0f2e659e81c7	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
834	a2edee986ba5fdc3b000c8887c8f24a9a78d8a5d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
835	a300bf716153e054d6a12c6f993ccdeab991f9b5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
836	a320bbdea841a7903964826c2f47454f14099a35	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Microdochium	Microdochium_phragmitis
837	a34647970d674b4db1a1225c7be9062f527bd2c7	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
838	a36d648ee8d3f5dec33bed8e4484fcdaa6fb48c5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
839	a38436fe005d86a6c1fc777568c3436a21e20ace	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
840	a39d431010c8de6887b05d1b78780be87961ec26	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
841	a3aba5fd90018f16a65146f63cf7700faa97e23f	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
842	a3aee09f9c88f39ce35f72f37487aee4df54e125	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
843	a3b4d974698e774816c221691a133c468f04ddd4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
844	a3bb910489606b1afdceafdd28c4a0667cc8decb	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_sphaerosporum
845	a3d80478280c54af626a98cdb057dc95863a4c14	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
846	a3ea7a25b7ff6209322dd58b45b3c0bb795b482d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
847	a4069dd1ae2e75a99dade563e8971145833bc745	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
848	a427d38507669357ce1cf05c73a815ba20a0b27f	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
849	a463af5125d9191a95846e5ba5275adc98137c68	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
850	a488c892fa9ac421ffeaf7df640aaf29197b09ca	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_magnum
851	a498e8a715acf5f17e2fb9495916eef59545329f	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
852	a4be4995f4c241a6817ea47f5a6c721b7ee5ea71	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Rhytisma	Rhytisma_polare
853	a507681cb1b528a69b5ebf2eed85a083c588a559	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Byssolomataceae	Micarea	Micarea_assimilata
854	a5415be8c0793f9373853dfc3c4ccb5f77a90ff1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
855	a54359018293198de19a2ff344e5883fad68cec4	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
856	a5b7d21981ca9ee814b65e518d7e48a7b9586b97	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Dothiorella	unidentified
857	a5c0f59659b30d44d39a4a34ca66ff06ba65977d	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
858	a5c18654776aa0918888bde17e579b57e4cca78d	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Recurvomyces	unidentified
859	a62bff946c10a3823c741ccaa7c468d19731607e	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	Lophodermium_piceae
860	a647a62905e2e68176f74e1c5786a12209fba8aa	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	unidentified
861	a6a421a3b4de82f71d55e697c3fa9f8a39a90f28	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
862	a6d4e1df7e6af30d351bc85471083e6aef2cd72c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
863	a6f4f242f6a028500693363e4b539c08f3746691	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
864	a6fbf42e2cf044a48ad60ba072bfc146681a9783	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
865	a710941d6372897f6fb0ad984c58a0b2e1874e96	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Recurvomyces	unidentified
866	a713db865bce26ec0b19b247c016063bce1fc57f	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
867	a75c2cf553483476babab1e27391a3861af000b6	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
868	a7b03f7724f23a145de784c07278aa98eb3c0dc7	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
869	a7bed937690cb0961d78c17e54b9d113123782c2	Fungi	Basidiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
870	a7d6bca036ae6ce09ff9fd6c968a6509f9c2fb4e	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	unidentified
871	a7fa511164f0fe35a6a42cc9b1567555c465207b	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
872	a86468c4b70a99c0a2e0e55365d2366d070edb90	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
873	a88ec9753468ed2b9e745f4d7d77a3b8e60984c1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	unidentified	unidentified
874	a896de2e6d8a6536392e3938fbf978cde26126c0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
875	a8bf7d762928d7821bcbe0900356a80e8d774591	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
876	a8e6f220415542d1a87bcf551f97b89ddcacdb51	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala_fortinii
877	a957127427169cebf265bf2503bbc4e599167d3c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
878	a97f3f59b718994882f3267dbc9a9fb49ec04a3f	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
879	a9938e6554db622bc8e6f7971f7994e21b5a3aa1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_caricicola
