ID	3.1-4.2_2.76.1	3.1-4.2_2.76.2	3.1-4.2_2.76.3	3.1-4.2_2.05.1	3.1-4.2_2.05.2	3.1-4.2_2.05.3	2.42.1_MERGED	2.42.2_MERGED	2.42.3_MERGED	2.24.4_MERGED	2.24.5_MERGED	2.24.6_MERGED	3.1-4.2_2.14.1	3.1-4.2_2.14.2	3.1-4.2_2.14.3	2.29.4_MERGED	3.2-4.1_2.28.1	3.2-4.1_2.32.1	3.2-4.1_2.30.1	3.2-4.1_2.33.1	3.2-4.1_2.31.1	2.27.4_MERGED	2.27.5_MERGED	2.27.6_MERGED	3.1-4.2_2.03.1	3.1-4.2_2.03.2	3.1-4.2_2.03.3	2.16.1_MERGED	2.16.2_MERGED	2.16.3_MERGED	2.45.1_MERGED	2.45.2_MERGED	2.45.3_MERGED	2.46.1_MERGED	2.46.2_MERGED	2.46.3_MERGED	2.41.1_MERGED	2.41.2_MERGED	2.41.3_MERGED	2.48.4_MERGED	2.48.5_MERGED	2.48.6_MERGED
515	3	3	3	0	3	8	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	13	14	12	21	28	21	0	0	0	0	0	0
516	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	38	19	26	31	45	66	14	10	43	16	73	12	0	0	0	0	8	5
517	1	0	0	0	0	2	0	0	0	4	9	0	0	0	0	2	1	2	0	0	0	7	3	13	1	1	1	96	189	10	39	22	72	28	41	14	0	2	0	0	1	1
518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	2	70	1	0	0	0	0	3	0	1	0	0	0	0
519	1	0	0	0	0	0	0	0	0	2	2	5	0	2	4	9	15	10	0	0	1	1	1	1	0	0	0	1791	2809	1335	82	73	227	178	86	81	0	6	1	1	2	1
520	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	9	7	10	0	1	0	1	5	1	3	6	1	7	2	6	0	0	30	358	1221	1193
521	3	0	0	0	53	68	0	2	2	6	3	2	0	2	1	0	0	0	0	0	0	1	0	3	38	22	25	15	13	14	77	51	48	21	19	7	10	14	4	2	0	2
522	24	14	24	0	6	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	2	22	43	19	6	6	9	4	14	24	0	0	0	0
523	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	2	0	1	31	27	18	3	3	1	4	2	1	2	3	3
524	105	49	121	0	50	71	0	0	0	167	117	166	0	0	0	0	0	0	0	0	0	98	48	60	0	0	2	1	1	2	4	4	4	21	23	12	1	0	0	1	0	0
525	1	2	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	83	51	7	3	1	1	4	1	0	0	0	0	0	0
526	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	3	3	2	6	11	1	5	3	5	0	1	0	0	3	3
527	0	0	0	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
528	2	1	4	0	4	1	5	5	3	6	2	8	1	1	0	6	0	1	2	0	0	6	2	7	21	18	30	99	153	274	634	657	567	390	338	178	29	10	10	9	21	4
529	1	1	2	2	688	390	0	0	0	11	13	12	0	1	1	0	0	0	0	0	0	6	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
530	13	7	14	1	8	12	0	0	0	10	4	7	8	8	9	3	2	1	0	0	0	8	1	1	9	6	4	23	31	28	34	18	24	9	15	8	39	35	32	8	58	94
531	2	2	3	0	1	3	0	1	0	7	0	6	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	3	4	2	3	3	3	3	1	0	59	100	61	20	40	59
532	1	2	1	0	7	10	2	2	1	1	1	2	0	1	0	0	0	1	0	0	0	1	0	0	1	2	0	2	1	1	4	1	6	1	1	1	2	3	1	4	3	6
533	3	3	2	0	6	2	0	1	0	4	2	1	2	0	1	0	1	0	0	0	0	4	3	1	2	6	8	4	5	2	25	16	7	4	4	5	4	9	2	2	1	1
534	2	0	0	0	2	1	0	0	0	4	2	4	0	0	0	4	3	0	0	0	1	3	1	4	7	9	9	11	7	14	26	25	20	25	17	11	1	0	1	0	0	0
535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	1	1	0	0	0	49	61	94	0	52	10
536	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	8	6	3	3	4	0	2	0	0	0	1
537	3	1	9	1	15	15	0	0	2	21	3	9	3	3	1	0	0	0	0	0	0	0	0	1	6	7	6	12	22	19	44	38	36	31	40	11	0	2	0	1	0	6
538	1	1	0	1	9	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	4	3	3	4	2	10	10	6	3	2	2	0	1	0	0	2	1
539	0	2	2	2	10	13	5	15	2	4	5	5	3	6	4	0	1	1	0	0	0	1	0	1	45	46	80	5	16	14	39	48	22	19	19	17	5	4	2	3	15	10
540	0	0	2	0	0	0	0	0	0	3	1	3	0	1	1	0	0	0	0	0	0	0	17	2	0	0	1	12	20	10	5	4	5	2	1	1	7	64	3	3	6	9
541	0	3	1	0	5	0	0	0	0	20	4	50	0	0	1	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
542	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	111	0	59	3	1	0	0	0	1	0	1	0	0	2	0
543	5	1	4	0	2	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	5	3	21	30	23	16	11	5	2	1	1	1	2	2
544	0	0	1	0	1	0	0	0	0	2	2	0	0	0	1	0	2	1	3	2	2	0	1	0	0	0	0	2	5	67	1	3	2	0	3	3	1	0	0	0	0	0
545	3	0	1	0	1	1	0	0	0	5	5	10	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	2	2	1	2	1	2	5	1	1	0	0	0	0	0
546	1	1	2	0	1	0	1	3	0	5	7	4	0	0	0	3	2	1	0	0	0	2	1	3	4	1	4	5	7	11	11	8	6	9	5	6	1	1	3	9	32	31
547	0	0	0	0	0	0	0	0	0	25	5	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	3	0
548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	40	0	0	0	0	0	0	0	21	0	0	0	1	0
549	2	0	4	0	2	1	0	1	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	14	11	6	0	5	4	1	67	124	68	6	36	53
550	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	125	43	124	1	2	2	26	10	1	31	1	0	0	0	0
551	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	13	7	5	0	0	0	0	0	1
552	0	2	1	0	29	48	1	1	4	7	5	18	1	5	2	3	11	1	2	0	0	27	12	13	79	62	67	19	15	19	112	82	72	15	19	10	8	5	3	1	2	3
553	5	4	6	0	10	15	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	6	2	3	17	23	21	17	13	6	1	3	2	0	0	2
554	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	10	2	4	0	0	0	0	0	0	0	2	292	130	142	5	4	4	11	10	12	0	0	0	0	0	0
555	42	15	21	0	0	10	0	0	1	38	5	29	0	1	2	0	0	0	0	0	0	22	2	22	2	0	2	1	2	1	66	37	18	5	14	5	0	1	0	0	0	0
556	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	2	3	0	4	37	9	427	214	154	61	81	44	0	0	0	1	0	0
557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	98	90	0	0	0	0	1	0	0	0	0	0	0	0
558	129	35	118	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
559	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	20	23	1	25	31	22	0	0	0	0	0	0
560	0	0	0	0	0	1	0	0	0	1	3	5	0	0	0	5	13	0	0	1	1	4	7	1	15	13	30	0	4	9	12	12	11	4	1	1	0	0	0	0	0	0
561	0	3	1	0	2	1	4	13	4	7	9	10	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	19	15	13	6	7	3	4	2	2	0	1	0
562	0	0	0	0	1	0	0	1	2	1	0	0	0	6	2	0	0	0	0	0	0	4	0	3	12	5	1	51	66	28	917	523	419	309	232	150	2	0	4	0	1	3
563	3	1	3	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	7	6	2	45	53	53	401	401	257	4	0	0	0	0	0
564	0	1	1	0	3	7	1	4	2	2	3	1	1	0	0	0	0	0	0	0	0	0	0	1	88	39	76	6	5	7	35	12	17	2	2	3	1	0	2	1	1	5
565	3	1	1	0	2	0	1	2	0	2	2	1	1	8	2	0	1	0	0	0	0	0	0	0	3	6	3	12	14	8	33	20	15	12	9	4	5	4	7	1	7	10
566	1	1	0	0	6	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	5	3	4	6	4	9	3	1	2	0	3	1	0	0	0
567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	28	12
568	169	71	195	0	70	14	0	0	0	23	39	62	0	0	0	0	0	0	0	0	0	25	7	14	1	1	2	2	1	0	3	1	0	2	2	1	0	0	0	1	2	0
569	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	5	9	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
570	0	0	1	0	0	0	0	0	1	32	4	27	0	0	0	0	0	0	2	0	1	1	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
571	0	0	0	0	61	51	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
572	0	1	0	0	0	0	2	2	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	0	3	0	6	6	15	2	6	4	1	0	1	2	16	31
573	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	9	6	7	11	8	8	2	1	4	0	0	0	1	1	0
574	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	4	8	8	0	1	4
575	2	1	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	156	119	2	3	3	2	4	0	1	0	0	0	0	0	1
576	0	0	0	0	12	7	0	2	0	4	3	9	0	1	1	1	1	0	1	0	0	0	0	0	19	14	17	2	2	6	4	13	7	2	2	1	0	0	2	0	0	1
577	0	0	0	0	7	14	0	0	0	1	5	4	0	0	1	0	0	0	0	0	0	0	0	0	2	3	1	1	8	3	11	4	6	2	1	2	3	4	1	0	2	6
578	22	18	12	2	15	12	1	5	2	9	8	10	3	13	7	0	0	0	0	0	0	8	3	3	7	4	5	25	34	33	27	30	42	19	15	11	6	6	3	1	5	6
579	32	12	33	1	115	121	6	10	8	173	64	134	1	22	23	4	54	48	46	1	14	68	54	38	328	143	344	2239	3449	1923	3724	5193	4204	523	436	296	414	180	87	9	38	109
580	1	0	0	1	6	6	0	0	0	17	2	12	0	3	1	1	2	4	1	0	3	4	2	0	3	2	6	11	14	11	11	9	7	6	3	1	1	0	0	0	9	11
581	15	9	17	0	13	11	3	7	0	4	6	10	1	1	2	0	0	0	0	0	0	2	1	0	1	0	1	20	29	18	31	23	35	37	39	37	4	13	3	1	5	7
582	0	0	0	1	13	14	0	2	0	0	1	2	2	2	1	0	0	0	0	0	0	0	0	0	11	6	16	6	4	8	39	28	19	14	9	6	1	3	1	0	1	1
583	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	50	100	76	5	8	0	6	6	3	0	1	1	2	4	3
584	8	2	2	0	5	6	0	4	3	4	3	3	0	0	3	0	0	1	0	0	0	0	0	0	4	6	13	6	6	5	15	15	16	17	10	18	6	6	8	4	17	24
585	0	0	0	0	1	0	0	0	0	54	11	25	0	0	0	5	1	1	0	0	0	0	0	0	3	0	1	1	0	63	22	19	6	16	6	0	0	0	0	0	0	0
586	16	12	6	0	213	195	0	0	0	2	2	2	0	0	5	0	1	0	0	0	0	1	1	1	0	0	0	119	2	21	21	12	4	13	44	7	0	0	0	0	1	0
587	2	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	1	2	1	2	0	1	3	1	0	0	3	5	10
588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	4	6	3	8	0	0	0	0	0	0
589	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	16	15	0	1	259	235	5	1	1	0	5	5	2	0	0	0	0	1
590	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	17	0	15	3	1	8	4	0	0	0	0	0	0
591	0	0	0	0	1	0	4	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	3	1	2	3	4	36	19	30	185	183	112	2	2	0	2	8	4
592	1	0	1	0	5	7	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	2	4	6	9	8	3	10	7	3	1	1	0	0	1
593	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	5	6	3	5	9	0	0	1	0	0	0
594	1	1	0	0	0	1	0	1	0	1	0	0	0	1	4	0	0	0	0	0	0	0	1	1	0	0	1	5	2	5	2	1	0	0	0	0	31	26	39	18	248	409
595	1	1	1	2	6	4	2	5	0	3	1	1	2	4	7	8	2	0	0	0	0	25	1	6	5	3	2	504	451	274	801	747	720	1352	1215	910	13	9	50	2	57	6
596	0	1	0	0	1	0	1	0	7	3	0	1	1	2	3	0	1	2	1	0	0	0	2	1	105	75	131	84	330	331	358	326	298	257	270	169	4	3	22	65	2	316
597	1	1	2	0	7	6	2	0	0	10	5	4	0	1	2	0	0	0	0	0	0	0	0	2	0	2	1	8	3	9	9	9	8	8	7	5	3	1	1	0	5	2
598	0	0	0	0	12	2	0	0	0	22	13	13	0	0	0	0	0	0	0	0	0	9	1	4	0	0	0	2	18	10	0	0	0	0	0	0	1	0	0	0	0	0
599	9	3	5	0	4	10	0	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	5	4	9	2	10	2	2	5	0	1	1	0	0	1
600	0	0	0	0	2	1	2	2	2	10	0	0	0	4	0	0	0	5	3	6	2	20	6	1	0	2	0	93	395	211	224	267	239	80	122	63	1	2	4	0	0	0
601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	37	60	35	0	0	0
602	0	0	0	0	1	0	0	0	0	1	3	0	0	1	0	5	82	10	0	4	0	7	4	7	1	0	1	2	1	3	1	1	1	26	0	0	1	0	0	2	2	0
603	1	0	0	1	40	42	0	0	1	7	1	0	1	2	0	0	0	0	0	0	0	1	0	0	4	2	1	5	5	6	11	5	9	0	3	0	5	6	5	2	4	10
604	0	2	1	1	42	49	0	0	1	5	1	6	1	0	1	1	0	0	0	0	0	1	0	2	1	0	1	9	7	3	6	5	7	3	2	2	4	8	2	1	9	11
605	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11	15	10	0	0	0	0	0	0
606	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	7	8	5	9	1	4	0	1	0	0	0	1
607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	5	21	10	32	29	0	3	0	0	1	2	0	0	1	1	0	0	0	0	0
608	29	16	19	0	15	10	23	28	10	46	24	39	1	10	8	3	1	0	1	0	1	5	2	3	6	3	5	52	45	41	82	73	58	32	15	9	33	55	19	10	17	29
609	2	1	1	0	1	6	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	11	3	25	23	15	1	1	1	0	0	1
610	26	11	11	0	3	1	0	1	0	5	1	2	0	1	1	0	4	1	0	0	0	2	0	1	0	0	0	9	4	5	13	11	11	1	2	2	0	3	0	0	0	1
611	1	5	3	0	2	3	1	1	0	0	1	1	0	1	2	1	0	0	0	0	0	0	0	0	2	1	8	11	17	9	4	6	3	3	5	4	9	14	3	2	13	23
612	14	8	10	0	23	16	1	1	0	5	6	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3	1	3	3	0	1	1	1	0	0	0	0	1
613	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	9	8	6	0	0	0	0	0	0
614	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	2	2	2	8	4	5	16	10	12	15	8	6	2	4	1	0	6	4
615	22	11	16	1	8	10	0	1	1	4	3	7	1	2	1	0	0	0	0	0	0	2	0	5	14	12	11	13	10	13	39	27	16	16	13	4	1	2	2	1	2	8
616	2	1	6	0	2	6	0	1	1	4	1	3	0	0	1	0	0	1	0	0	0	0	0	0	7	3	2	1	4	3	14	12	7	5	2	7	2	2	1	0	0	2
617	1	0	3	0	1	3	1	4	3	3	2	0	1	1	2	0	0	0	0	0	0	1	0	0	39	26	28	2	8	4	27	13	11	6	5	3	1	4	1	0	1	2
618	3	2	2	0	8	2	0	0	0	7	2	4	2	1	2	0	0	0	0	0	0	2	1	4	2	3	2	9	13	6	10	8	6	9	3	5	3	8	7	2	37	50
619	0	1	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	10	6	11	3	23	132	4	7	8	2	2	2	4	25	7	5	21	105
620	2	0	0	0	7	22	0	0	0	1	2	3	2	1	0	0	0	0	0	0	0	1	0	1	1	0	2	5	5	4	0	3	2	0	2	0	0	1	0	0	0	0
621	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	81	0	0	0	1	8	0	0	0	0	0	0	0	0	4	0	0	0	0
622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	3	3	3	9	1	6	0	0	2	0	0	0
623	1	0	1	0	0	3	0	3	0	5	2	3	0	1	0	0	1	0	0	0	0	0	0	0	2	1	4	1	5	2	11	8	8	4	0	2	0	1	0	0	0	0
624	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	7	3	0	0	0	0	0	3	386	687	830
625	0	0	0	0	0	2	0	1	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	8	12	9	6	3	1	80	37	23	7	6	4	0	1	0	0	0	0
626	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	2	58	131	86	59	112	130	124	88	1	1	0	0	0	0
627	0	0	2	0	1	3	4	3	3	7	7	10	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	1	9	1	3	8	14	1	1	2	0	0	0	0	0	0
628	0	0	1	3	5	0	0	0	1	0	1	0	1	8	1	1	242	30	5	0	1	9	5	5	5	0	5	128	121	129	4	3	42	4	2	1	1	0	1	1	0	1
629	1	0	0	0	2	2	0	4	5	5	2	7	0	1	0	0	3	0	0	1	0	2	0	0	0	0	1	2	3	1	18	10	11	6	3	2	0	0	1	0	1	0
630	4	4	5	0	8	6	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	6	5	5	2	0	2	9	16	9	1	7	32	1	4	0	0	0	0	1	0	0
631	1	0	0	0	5	4	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	4	2	2	8	15	14	7	8	6	0	0	1	0	1	1
632	1	0	5	0	1	9	0	0	0	13	6	14	0	9	10	1	0	0	0	0	0	426	368	424	10	32	13	11	1	144	27	20	2	1	2	0	0	0	1	4	1	2
633	0	0	0	0	0	0	0	0	0	18	2	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	2	0	0	0	0	1	0	0	0	0	0
634	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	2	1	1	2	7	6	1	0	1	1	1	2
635	0	1	1	6	131	53	8	10	11	5	13	8	12	89	34	39	527	102	3	9	9	107	42	42	164	83	70	314	278	68	135	78	36	789	10	3	6	1	9	13	8	6
636	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	3	3	3	1	4	5	3	1	0	4	4	12	39	50
637	3	5	1	0	3	2	0	2	0	4	0	4	0	3	4	1	2	1	1	0	0	6	3	1	1	0	1	7	13	4	11	13	18	6	9	11	4	0	2	6	7	15
638	2	0	3	1	8	1	0	0	0	1	2	3	4	10	3	1	0	0	1	0	0	1	0	1	2	2	1	4	0	3	6	9	2	4	6	2	10	9	8	12	16	31
639	2	0	0	0	51	20	0	0	0	3	4	9	0	0	1	0	0	0	0	0	0	7	1	7	0	0	0	0	1	2	0	2	3	2	0	1	0	0	0	0	0	0
640	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	12	3	5	3	9	15	4	3	5	1	0	1	0	0	0	1
641	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	15	18	12	0	3	6	9	11	8	1	0	0	0	1	0	0	0	0
642	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	13	27	12	1	5	9
643	0	0	0	0	1	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	3	1	2	3	1	82	33	21	9	4	0	0	1	1	0	0	0
644	0	0	0	0	5	3	0	1	1	1	5	6	0	0	0	0	0	0	0	0	0	0	0	0	8	14	17	8	9	4	44	13	15	5	9	4	4	2	2	0	0	2
645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	10	11	0	0	0
646	0	0	2	0	3	2	0	0	0	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	8	5	4	7	5	2	8	5	5	1	0	1	0	0	0
647	2	1	1	12	6	11	20	33	23	4	6	10	5	17	17	0	1	1	5	0	0	264	126	111	7	7	8	1227	1504	1680	17253	21364	18617	10803	9512	7295	286	255	370	50	120	67
648	0	0	1	0	2	4	1	0	0	4	5	0	2	1	0	0	0	0	0	0	1	1	0	0	5	2	4	2	3	2	8	7	7	0	3	0	1	2	0	0	2	0
649	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	76	37	17	0	4	2	0	0	0	0	0	0
650	2	1	2	0	3	3	1	5	1	0	1	0	2	2	6	2	0	0	0	0	0	0	0	2	6	3	4	3	9	7	8	8	12	6	3	5	23	20	15	8	22	47
651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	3	8	1	1	2	1	2	3	0	1	2	2	8	40	30
652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	28	0	0	0	0	1	1	5	0	0	0	0	0	0
653	70	25	33	0	89	94	1	0	0	279	104	410	0	0	2	0	0	0	0	0	0	7	3	9	14	4	13	0	0	0	1	9	7	0	1	0	0	0	0	0	0	0
654	1	1	0	0	4	2	0	0	0	4	2	6	0	3	1	0	0	0	0	0	0	0	0	1	0	2	3	1	4	6	9	8	4	1	5	5	0	1	1	0	1	0
655	4	1	2	0	4	1	0	0	0	5	0	19	0	0	1	3	1	0	10	0	0	0	0	3	0	0	2	39	195	28	22	67	73	12	15	22	0	2	0	0	1	0
656	6	5	2	33	383	536	10	37	21	23	19	16	10	17	35	0	0	78	50	56	122	3879	2607	3052	88	100	41	1084	2022	1897	187	336	2710	43	95	11	2	5	1	61	79	87
657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	12	15	12
658	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	1	0	0	0	24	40	25	1	10	14
659	5	4	7	0	2	2	2	0	4	17	6	6	2	13	6	1	1	0	0	0	0	2	2	1	8	6	9	33	32	29	421	250	146	33	42	34	6	7	4	2	3	9
660	0	2	2	1	58	59	2	2	2	9	2	4	1	4	0	0	1	0	0	0	0	1	0	0	12	4	6	9	8	15	27	22	16	7	9	5	5	5	7	1	7	11
661	0	0	0	4	26	30	0	0	0	5	10	7	31	61	17	4	0	0	0	0	0	13	6	4	0	0	0	1	3	0	5	2	2	0	3	2	0	1	0	0	0	0
662	1	0	3	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	43	13	6	11	22	7	7	0	0	0	0	0	0
663	0	0	1	0	0	1	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	3	7	9	0	0	0	0	0	0	0	0	2
664	0	0	0	0	1	0	1	0	0	3	1	3	0	0	0	0	0	1	0	0	0	0	0	0	4	4	2	4	3	2	9	6	1	2	3	1	0	0	2	0	0	0
665	7	6	6	0	12	12	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0	1	0
666	23	9	19	0	1	2	0	0	0	2	1	4	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	2	0	1	0	0	0	0	0	0	0	1	0
667	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	7	7	15	22	20	24	21	7	3	2	0	0	0	1
668	1	0	0	0	0	0	0	0	0	0	0	0	5	27	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	0	0	1
669	10	5	6	0	5	4	1	6	6	3	2	5	1	2	3	1	1	0	0	0	0	2	0	0	22	24	24	30	39	20	58	52	55	42	49	27	2	8	4	1	6	5
670	1	0	1	0	7	7	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	8	1	5	3	2	1	14	7	4	1	3	1	0	3	0	0	1	1
