OTU	SHA1	Superkingdom	Phylum	Class	Order	Family	Genus	Species
156	283b980f850171304f8052a698688fd8bbcdd943	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	uncultured bacterium
157	286a68a0e9bf8abec8e22ef4a08d7385c6e60863	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	uncultured Hyphomicrobiaceae bacterium
158	2882ed3a436e75b874c0efdb7d2598d0f9cb7d17	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	uncultured bacterium
159	28849e5379b099222cbdb2eaf6d4793a65fd49bc	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
160	2888f7502392bfff8cd77b8a9c064f0236c57ca2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodoblastus	Ambiguous_taxa
161	28f7c121c80029ff5c2a9a76beeea4d1b75eac7a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus marcusii
162	290976b8d23c56ad5fd1f59ebd086b0553740364	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Endobacter	uncultured bacterium
163	2915e1152ff0fb44e04109033fe0ac10927cd71e	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	uncultured bacterium
164	29786fa941955fe8b1714587ac6fda57ca41f525	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	Ambiguous_taxa
165	2a0d3a88594ee5a5b1492d174fcd4f535b7edecb	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured bacterium	uncultured bacterium
166	2a6466fa8cb85b695bc486f3cae73fb748c1acab	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
167	2a76e00862fae4d5a63bed250c32e9c7edb053a8	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	uncultured	uncultured organism
168	2a8dd7d723ee78f21350a2986674964ade8d236c	Bacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
169	2b5b45c2beab8de9b2ba8ef3a10f159d9a02f5e5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Ambiguous_taxa
170	2b6ef73dc6591d9d94bcc334b53578c29277606b	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Ambiguous_taxa
171	2baa50df47c802a0d7b8dd6fedbe7ad0b26b9784	Bacteria	Firmicutes	Bacilli	Bacillales	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
172	2c0d0e545693af944b6fc3436809d39a8db16ca9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	iron-reducing bacterium enrichment culture clone FeC_1_G5
173	2c18045cf2d0939311171dc359686ad301ecd62c	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured deep-sea bacterium	uncultured deep-sea bacterium
174	2c28f2e52697194e2f40228be8e96f38f03400f3	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Ambiguous_taxa
175	2cce0abcf42a1674315a3abade4a4d1e5922de6a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	uncultured bacterium
176	2cce9d4d64986097d2c9872877b47daf0df00ecc	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	uncultured bacterium
177	2cd6bc759341e6bbc95fddf044b21eace5fd2f0e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Ambiguous_taxa
178	2ce2a6f78665eaa04e52590c1674e019484c6832	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Ambiguous_taxa
179	2d70eb453bc308b313741a09735db3a85ebf6d3c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Ambiguous_taxa
180	2df55e5df392eda1774694f5b384dc9db9788e91	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylorosula	Ambiguous_taxa
181	2ed17c0b01bb0a7edacf007cac009384b2a0d9c2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	uncultured bacterium
182	2f669f5b5e57871e2c780674e2cf5b669385b70f	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	uncultured	uncultured bacterium
183	2f7d245ed2e732e760227e85e72bd6fe198c1d48	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	uncultured bacterium
184	2fb574c033408e8073c4c010b51d7da13af8aa62	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	uncultured bacterium
185	2fc0426b32756ca3d326904c75766df25ad8004b	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Frateuria	Ambiguous_taxa
186	2fc049743f53d9891c7da099ec79584e340b9375	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Ambiguous_taxa
187	2fda4847d93018e6f2b63813e00fadbc2c54950c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ambiguous_taxa	Ambiguous_taxa
188	2fe37c8352b81a08b280864f54c977ae8be50eb1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	uncultured	uncultured bacterium
189	306c6edfc2984b39a36058336407977fac43ab0e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc mesenteroides
190	307179ba9e58cc7d54583f5226388ed13d8a142c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Ambiguous_taxa
191	30a1687faf54e0d313ae926ee190776f65e0abc5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Ambiguous_taxa
192	30cc89c49b8056f5af2fb6b2b1503d37bde84a27	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured bacterium
193	30eda1031e8b098aefa22109a41d3198701ce6bf	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	uncultured bacterium
194	311c6c556d61063bf9a6a15ba983b14855c5bc46	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	uncultured planctomycete
195	3126bd0f48c7ac14881b72f20af116198cbd081b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Ambiguous_taxa
196	318d2eeb94fe38e97b1112e0b467026b8dcffb5c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Ambiguous_taxa
197	31f02520a93c67b7158fc16b4b19d02e08d61096	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	uncultured bacterium
198	322660e47f94e60879fe183c8ad7c50ef0e1303c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudorhodoferax	Ambiguous_taxa
199	3229a8114a743f86cb7cf5c312fa7aed3678cc96	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	uncultured	Ambiguous_taxa
200	3298fc1247e44a191a89ccd7aa6d2ceed5e746fe	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured bacterium	uncultured bacterium
201	32ced4bf4fdddb8ba6f2e19abff24da11148909f	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa	Ambiguous_taxa
202	32ee7000c39f67f24f725cd492a662162cae965b	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
203	3313399c6de6d243a2f261f57f002c014d1ecea9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	uncultured bacterium
204	337e0b9c85d4250904a94da3be0484cd7323bc90	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured bacterium
205	33a454a3748667effe959e72d52847d2faf532b3	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
206	33da33b919b3efe61162689d594467993c0b9580	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
207	343c6b9842a8a4db8546b572f6c625f400833996	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	uncultured	Algoriphagus sp. JJ018
208	34e9d27f38f804b8695f338e15cae99e34aeb201	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Peptoniphilus	uncultured bacterium
209	35b9870a4d84dadc159c1fe61797b01bea62f96e	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Ambiguous_taxa
210	3601ddbe81c5136098e29a957c78de97aae7d99b	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buchnera	Buchnera aphidicola (Chaitophorus sp.)
211	36e7e7b7cb1ee8e593b09bdf5c01d3167fee0e21	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured bacterium
212	36eb2cb324d0c8141e1194a7d028f0c646a4687f	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Ambiguous_taxa
213	36f3af1b59269da8464c5bc1c955785487f6fa1d	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Ambiguous_taxa
214	371c1db74f67d47755d6c18f69755d85b5b74802	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	uncultured planctomycete
215	37581af98bf89b57865df2bf17620a0362f2bfa7	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Ambiguous_taxa
216	375f372c732102e504ea7771f908bc69e4e88eb4	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
217	37bf342499a804268d38aec6bf1e547339a9e7c9	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured bacterium
218	388d2301f902db792a22584f9c6bbb5606cd942c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Endobacter	uncultured bacterium
219	38a3ba345e1de8cae49f1f154aae1f7ca10eabbf	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	uncultured bacterium
220	38fcafed62213983592d78c6979762a4397ac127	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	uncultured Bacteroidetes bacterium
221	3957c9ffe4e60832ef581754bf11f91f55a2b21d	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Ambiguous_taxa
222	3960852187e36acfad5dbe35fb57b83e517c3cea	Bacteria	Verrucomicrobia	OPB35 soil group	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
223	3a01c5a92d1c55586b247c75f4f1ffc8c09a4d68	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	Ambiguous_taxa
224	3a0df40517ad8dfea3a9f63972f5b46a5e475ce4	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Ambiguous_taxa
225	3a3020fc95ddf4b3886e66bd62e3cbbf3d20fa8d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Holosporaceae	uncultured	uncultured bacterium
226	3a3ece3794df7cad726c260682b1b1fdd08d16cc	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Ambiguous_taxa
227	3a4f9d5d6fac030174e2c51e787c345637dfb0b6	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium
228	3abb9d8da7811604ca4fbbe06dc5978ce6f30356	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	Ambiguous_taxa
229	3af5919a3f2cebe19da8e62de9411036f6e65a51	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	uncultured bacterium
230	3b39e4722962ff99714c2b55b96f574fcaaa4717	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
231	3baec4a3f19e90627c8e6d19736ab837046de2ff	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	uncultured bacterium
232	3c2bfd7e521e0ce60d3ae508e04635f6eb657a52	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	Ambiguous_taxa
233	3c5b308a048006ff427837dfe19064652b648744	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	uncultured bacterium
234	3c60585944b45c6f45aebfb489bf3ab7b96321d8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured bacterium
235	3cddad68f8b895e9bd0c9ce0cff8307f281b8dbe	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Paraburkholderia	uncultured Burkholderiaceae bacterium
236	3ce65e830c2883311525d1c78fb28bf3d71c151a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
237	3d5dc5dfc232b77e6242016f2db14671031e305d	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	uncultured bacterium
238	3d752f789fb3e5a1f89285d20881092586d9f160	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	uncultured bacterium
239	3d877cc17412bc5d4a1770b776dc6f406d18388f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Paraburkholderia	Ambiguous_taxa
240	3db7a75ee615f54b9d2143f837a18e8c5a298db4	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	LD29	uncultured bacterium	uncultured bacterium
241	3db91fbd8ed2a68b5a1da595d3e2d30bd94080bb	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium
242	3dbb0e32543bb61d6c1bf640fcb66399bc30043d	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	uncultured bacterium
243	3e0b81b902866ee97c2f551aabcf688e68960f0d	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	Ambiguous_taxa
244	3e36a2cb94fb589ed16fa21fda9f3b4cb451866e	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
245	3e52b34ccfc67139179079b30d7e17c1abd2e638	Bacteria	Bacteroidetes	Bacteroidetes Incertae Sedis	Order II	Rhodothermaceae	Rubrivirga	uncultured bacterium
246	3e65574408ab1ff9578099871723004870847867	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured bacterium
247	3e8acfc95ab56d0050d79f649500497707763f44	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Ambiguous_taxa
248	3ed8bc9c3b88251e8a2f28f8347b7ad0bbc62c48	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured bacterium
249	3eda09040dcb46c0552f288b698ede20dbbe9718	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	uncultured bacterium
250	3ef64b2d5bb682dbc6d68dbc61e336802d7f4864	Bacteria	Planctomycetes	vadinHA49	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
251	3f087fe97556ab57138cacfbb9afc3fcefc6c14b	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Ambiguous_taxa
252	3f937b2a211ec56463eef5a43351129a183ed1ff	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter	Ambiguous_taxa
253	3fa9afbcef70a26fab59bf6b25087a6fb1d349fb	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Ambiguous_taxa
254	3fd7f494be47b92ba0552b1f422759613bc79d1b	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium
255	405b3f37bdf325e4b397a7d43592be8a6aebc79c	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Ambiguous_taxa
256	40c17b4aac723b65504a5f437da0b0314f438d2f	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Ambiguous_taxa	Ambiguous_taxa
257	40ef871af116f5f6ab42738f35440e7f323c28d0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Paraburkholderia	uncultured Burkholderiaceae bacterium
258	4122689bfb91d94faf2bcece6b61ecc8c7dbb60f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Rhizomicrobium	bacterium enrichment culture clone auto2_4W
259	4149899b1d8bebbb6a249511af3cd8c1cb13e4a7	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	uncultured	uncultured Devosia sp.
260	41516737636349baddfef8310adf19a961a18550	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Ambiguous_taxa
261	421db8588b87e4da8156f712cca008aa1c9b770d	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Nevskiaceae	Nevskia	uncultured bacterium
262	425e5f10aa8dc0e48eb22c7face507462570375a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured bacterium
263	4328694aa5f3bb4842042abd2a1898195b308520	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Ambiguous_taxa
264	4337708c4e2d40658d228af7d30e2fbcac2e9c70	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Trabulsiella	Klebsiella sp. A4
265	43e6458881c3cfd8baf07abb94b5615bcb1423ec	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Ambiguous_taxa
266	43f89cb981669470bf16e983c0c5e04a4e0dfce5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera	uncultured bacterium
267	442145ec63b24d7c11ed04b8f0d582a14c97732d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Ambiguous_taxa
268	4484f331bdbf2ec80aaf03555e31f57369c1430c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	uncultured bacterium	uncultured bacterium
269	4494c0600ad4dac0739b6ef3f151415701bf28ac	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
270	44cb67e90ed05f85cfa3b3460c92a2d47e17ae11	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
271	44f74612c8390d3a0f49efbe1f4cf35ee468d866	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ambiguous_taxa	Ambiguous_taxa
272	4549cf07c85342b1fe5502c9b4bbd737bb7edb73	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	uncultured Bacteroidetes bacterium
273	454de5628136454e49c5e17b9c1458319a08dfe2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidicaldus	uncultured bacterium
274	455e1b5634f04c93c6d7d7ea83d5850bef450db3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Ambiguous_taxa
275	45cc30a6dd266b1c962f9df5a5843069401f7969	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Ambiguous_taxa
276	45e05d02d3389e8b9a1384ef635675e6470447c4	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Ambiguous_taxa
277	45f9bb3b2595d315c868b0d0f3a2f3cc66fcf166	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	Ambiguous_taxa
278	465d040c64eff33a562e348e0346e89b351cad7b	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Ambiguous_taxa
279	466509619509bd013335ca5193617029632763be	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured bacterium
280	466a0d273fafd1b80f69cd7a1ef718a427bea368	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured	uncultured bacterium
281	46af949033e60f1a9698522ac521da2434afeff9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	uncultured bacterium
282	4710ba2dbc945a7e76bbc24ec6879b8691b7e1f6	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
283	473f44d00d070b7969c3cbbc15a1b060be50af95	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylorosula	Ambiguous_taxa
284	4758227177a9fba5a84fdfa102c8be4568d60bcd	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Ambiguous_taxa
285	475d525efb11793e46851dd5a104b9b988150381	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Ambiguous_taxa
286	47da9a0f71dea93a14158595b15e7057f4d35f8f	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	uncultured alpha proteobacterium
287	4858c08d0ca5b70749780d19d32b38f4146bac49	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
288	485acbf276c7136391d6df3fe70e5f7d42bbdcf1	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Mogibacterium	uncultured bacterium
289	488f1a0eb2110251d98a984a03e730ee27df40d5	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	uncultured Opitutus sp.
290	489fe70a44046024bf63ece386d2c91e713f7afd	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
291	48c0bcd81bf7ae3e608625d3f29a2532c6bdccd3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Ambiguous_taxa
292	48ce86b32637b546907da378656adc39328dbfd9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	uncultured bacterium
293	48e053eee4ce1c7297595bc6f18044bcdf3de6f2	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	uncultured bacterium
294	48e5f977527d88082d1f596c149c08f5497f170f	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
295	490f09b884fbfaf54366b8fa150eddd2ba40fb9e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	uncultured bacterium
296	49490a654f7ed76ff10e4850a32a130d43d19dd3	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	Ambiguous_taxa
297	49f1e81e4d3eeb80ba67a6abfeab3e9cb9af32d3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured alpha proteobacterium
298	4a0d61302c63d7311f46d89d6cde17c79ba20c31	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	Rhizobiales bacterium Ume16	Rhizobiales bacterium Ume16
299	4a4a43b4bd9a342c42e76c0a3a865a7c8ab7355c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured bacterium
300	4a72b38baa743e65603f352e2a6f55bce9cab5f3	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	uncultured bacterium
301	4a9b8bd42117582501efa2c61494edcb80ac23d2	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium	Ambiguous_taxa
302	4ab22824befb90f1808263171eabf0347dec8d32	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Paraburkholderia	uncultured Burkholderia sp.
303	4adf8ae6d0107c441e837a638c3bd13cc97c2be5	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured alpha proteobacterium	uncultured alpha proteobacterium
304	4b155a0ab0acffb985ed7243620a4e39968a89ca	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	uncultured bacterium
305	4b1fa3ed4b97f0292a4adbd6a21dc584c89c44e9	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Nevskiaceae	Nevskia	Persicaria minor
306	4b5d47bc8ef15098faa71aa88aa70306667c7f79	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Ambiguous_taxa	Ambiguous_taxa
307	4b65794f2fb42d8b41e0335bef7eca0e4d49ddbb	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured bacterium
308	4b71422b65912ded0338395bb053e639266bb7ce	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Ambiguous_taxa
309	4b7e5027bc9f21da6947af26ee247836d4106254	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Ambiguous_taxa
310	4bab09263e29194da37d126f750fd480e3e84d36	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Rhizomicrobium	uncultured proteobacterium
311	4bb43046242e2972aae323299beb5c8f2ad70afc	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Ambiguous_taxa
312	4bd3ff9114fc9721dfddbe1d4fb82716bbf29796	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured Bacillus sp.
